,AAPL,MSFT,NVDA
2025-11-21,0.0034465779544339942,0.004054886067695381,0.005472674379354206
2025-11-24,-0.0056183646496978015,-0.0019916432345910224,-0.006597491426494214
2025-11-25,0.0010886505826913089,0.0028351452548389285,0.005371287147582463
2025-11-26,0.0004182414061224568,-2.038019378468336e-05,0.0018032527164142183
2025-11-27,-0.0001879907343521098,0.0034544026363768185,0.0026067965766253206
2025-11-28,0.002485424436605249,0.005174838043607879,0.004992896274301146
2025-12-01,-0.0007345789778125506,8.101661792928429e-05,-0.00013232528255882094
2025-12-02,0.0027311477299610735,0.00305838397906133,0.005083088166518564
2025-12-03,0.0004720925741092223,-0.0001520964192769961,0.001294224068305428
2025-12-04,0.0017759886845501792,0.001511882204245147,0.0032241863167098922
2025-12-05,0.0006830450309502755,0.000446022112522623,0.0015921993806906744
2025-12-08,0.0010050262820703551,0.0006501315398657855,0.0021792585117159048
2025-12-09,0.0012194796390139178,0.0008265355535450822,0.002425049070612607
2025-12-10,0.0004287764351738034,0.00034159633944907123,0.001457770459823011
2025-12-11,0.0012913317152565807,0.0012698283907387287,0.0026905251270021202
2025-12-12,0.0005456071573327833,0.0006062022896719764,0.0016230622141621299
2025-12-15,0.0010626290955793756,0.0011294555630233568,0.002422584953987176
2025-12-16,0.0008068375026902865,0.0008342349880998605,0.0020073852755393353
2025-12-17,0.0009282246310088666,0.0009935989908760757,0.002206398269727682
2025-12-18,0.0009540332759814123,0.0009805553012728512,0.002213846646880248
