,SBER.ME,VTBR.ME,TCSG.ME
2022-09-21,103.7293419182637,0.015288675748002457,1979.4019390972894
2022-09-22,103.49913110374439,0.015248400984900549,1976.6037987133052
2022-09-23,103.26943120559784,0.015208232317092285,1973.8096138622795
2022-09-26,103.04024108992623,0.015168169465092191,1971.0193789525556
2022-09-27,102.81155962534825,0.015128212150151034,1968.2330884003811
2022-09-28,102.58338568299352,0.015088360094253888,1965.450736629897
2022-09-29,102.35571813649699,0.0150486130201182,1962.6723180731262
2022-09-30,102.1285558619934,0.015008970651191857,1959.8978271699632
2022-10-03,101.90189773811177,0.014969432711651265,1957.1272583681623
2022-10-04,101.67574264596976,0.01492999892639943,1954.3606061233263
2022-10-05,101.45008946916826,0.014890669021064036,1951.5978648988958
2022-10-06,101.22493709378583,0.01485144272199555,1948.8390291661383
