,GAZP.ME,LKOH.ME,ROSN.ME
2022-05-25,266.8388293189702,4418.489735100622,399.73790390328935
2022-05-26,266.99817173449503,4421.269510244405,399.8944366924862
2022-05-27,267.15537820236057,4424.030674018012,400.0498633685187
2022-05-30,267.3126329027531,4426.796214971496,400.20522677063
2022-05-31,267.4699933383141,4429.563655324388,400.3606628684492
2022-06-01,267.62744611265634,4432.332804738474,400.5161602191504
2022-06-02,267.78499143714816,4435.103684489459,400.67171785326
2022-06-03,267.94262950642536,4437.876296666311,400.8273358997183
2022-06-06,268.10036037403984,4440.650642151021,400.9830143881385
2022-06-07,268.2581840936738,4443.426722020612,401.13875334100527
