,AAPL,MSFT,NVDA
2025-11-21,266.9324003738517,479.98631878223716,181.72269808097033
2025-11-24,267.1214030704574,480.272411003885,182.0298876147007
2025-11-25,267.37257042818754,480.73193846481786,182.43851962370573
2025-11-26,267.61539852271943,481.16847123007403,182.83453162819447
2025-11-27,267.85961015003255,481.60860137033814,183.2332423669565
2025-11-28,268.10388546150347,482.0486967700072,183.63257140265327
2025-12-01,268.34840529746435,482.4892541460615,184.03280508438021
2025-12-02,268.5931451672843,482.93020597723347,184.43390638343817
2025-12-03,268.8381086526383,483.3715619181507,184.8358825312766
2025-12-04,269.0832954949449,483.8133210666255,185.23873470317363
2025-12-05,269.32870596118966,484.25548396511016,185.64246490863053
2025-12-08,269.57434024666577,484.69805095879724,186.0470750476076
2025-12-09,269.8201985566862,485.1410224202504,186.45256703981138
2025-12-10,270.06628109540463,485.5843987186723,186.85894280699478
2025-12-11,270.31258806734536,486.0281802241091,187.26620427539197
2025-12-12,270.5591196771938,486.4723673068763,187.67435337539533
2025-12-15,270.80587612982555,486.9169603376371,188.08339204161004
2025-12-16,271.05285763030264,487.361959687392,188.493322212857
2025-12-17,271.3000643838741,487.80736572748106,188.9041458321829
2025-12-18,271.5474965959762,488.2531788295835,189.31586484686932
