,SBER.ME,VTBR.ME,TCSG.ME
2022-06-30,-0.0022218077068634997,-0.0026377630580772674,-0.0014146293185934408
2022-07-01,-0.002221807706863507,-0.0026377630580773285,-0.0014146293185934406
2022-07-04,-0.0022218077068635097,-0.002637763058077348,-0.0014146293185934406
2022-07-05,-0.00222180770686351,-0.002637763058077354,-0.0014146293185934404
2022-07-06,-0.0022218077068635106,-0.0026377630580773563,-0.0014146293185934404
2022-07-07,-0.0022218077068635106,-0.002637763058077357,-0.0014146293185934404
2022-07-08,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-11,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-12,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-13,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-14,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-15,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-18,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-19,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-20,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-21,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-22,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-25,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-26,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-27,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-28,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-07-29,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-01,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-02,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-03,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-04,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-05,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-08,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-09,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-10,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-11,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-12,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-15,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-16,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-17,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-18,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-19,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-22,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-23,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-24,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-25,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-26,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-29,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-30,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-08-31,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-01,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-02,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-05,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-06,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-07,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-08,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-09,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-12,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-13,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-14,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-15,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-16,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-19,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-20,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-21,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-22,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-23,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-26,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-27,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-28,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-29,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-09-30,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-03,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-04,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-05,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-06,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-07,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-10,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
2022-10-11,-0.0022218077068635106,-0.0026377630580773576,-0.0014146293185934406
