Date,XOM-VAR,CVX-VAR,COP-VAR
2025-08-28,-0.0024227065621754487,-0.004355366720171042,-0.0033686066690156464
2025-08-29,0.0024045945686947236,0.002867996573650963,0.00310537564141174
2025-09-02,0.0001375699965968112,0.0015500683647676498,0.001312461118084458
2025-09-03,8.521761049918436e-05,0.00178374480136146,0.0004203157985407848
2025-09-04,0.001290202532491369,0.001471469734006079,0.0014029662689116979
2025-09-05,-0.00037228394659535565,-0.0015183099698648402,-0.0012897994355628578
2025-09-08,0.0009865488925459714,0.0021682343604417014,0.0019151899564312513
2025-09-09,-0.0006052051143283998,-0.0011221267880425862,-0.0010871084402160071
2025-09-10,0.00045668393567875663,0.0008300858664767909,0.00078569505364595
2025-09-11,0.00037376167173826323,0.0004319785300030544,0.0006163554378569732
2025-09-12,0.00039831654774368874,0.0005223704302711487,0.000353198124254558
2025-09-15,0.0004672827124207605,0.000753847405000305,0.0007767243337438688
2025-09-16,7.25333140141589e-05,-0.00011214711283412846,-0.00013298975529076631
2025-09-17,0.0005799575321316537,0.0009100248515246131,0.0008498011007606178
2025-09-18,0.0001418034524228076,5.054940510217234e-05,5.2715370833109526e-05
2025-09-19,0.0003947526429228796,0.0005449050780392057,0.0004769198767016435
2025-09-22,0.000319204655476274,0.00039854946000428905,0.00042187217326340975
2025-09-23,0.0003020215471006349,0.00038001307984184484,0.00031770894547510965
2025-09-24,0.0003843896732253859,0.0005334897958249532,0.0005171028746017263
2025-09-25,0.0002543804710765088,0.0002657729969785859,0.0002402917806908756
2025-09-26,0.00039279725929790234,0.0005451525177920224,0.0005077165287795271
2025-09-29,0.0002784421634468533,0.00032036781399009376,0.00030480288886375627
2025-09-30,0.000340743977135258,0.0004457486556215597,0.0004058500411891367
2025-10-01,0.0003246125236913614,0.00041086939572419453,0.0003963081464220159
2025-10-02,0.0003143394124119341,0.0003921757818718631,0.00035690008383096615
2025-10-03,0.00034393828206567324,0.0004505115566124863,0.0004260466528162518
2025-10-06,0.0003042758787289775,0.0003703304177266903,0.0003440500307042187
2025-10-07,0.00034272421800489954,0.00044771231399780645,0.0004172611376682086
2025-10-08,0.0003132845931129785,0.00038899170474070177,0.00036547375446598546
2025-10-09,0.000328880509447964,0.000420286210489547,0.00038918933138337215
2025-10-10,0.00032560662707209064,0.0004133416287976101,0.00038937920138584336
2025-10-13,0.0003207357560111031,0.0004040907288562308,0.0003748827502529295
2025-10-14,0.00033064297671057794,0.000423748340439759,0.00039707565410383424
2025-10-15,0.0003189176573292418,0.0004001454429107337,0.00037331898819669665
2025-10-16,0.0003295858787605144,0.0004215434874945389,0.000393275398861305
2025-10-17,0.0003219430291392422,0.000406235038547469,0.00038013608460033606
2025-10-20,0.0003256838995956791,0.0004138017914862126,0.0003854370977534143
2025-10-21,0.00032529371178387245,0.00041291671561308457,0.00038651593998647194
2025-10-22,0.0003234096813551139,0.00040924717101442,0.0003815182639169801
2025-10-23,0.00032655390852749286,0.0004155020597735681,0.00038834496239869106
2025-10-24,0.00032313636498238515,0.0004086433687900319,0.00038155423986005986
2025-10-27,0.0003260624863837169,0.00041451647072187416,0.00038694225847340293
2025-10-28,0.00032409598166010205,0.0004105641348003408,0.00038365220286756195
2025-10-29,0.0003249603215395886,0.00041231953347088137,0.00038474953739882595
2025-10-30,0.00032501683765043027,0.0004124045869868896,0.000385368212663257
2025-10-31,0.00032434844930906914,0.0004110898239170826,0.00038371995381282167
2025-11-03,0.0003253147217914744,0.0004130159410715989,0.00038576684115056566
2025-11-04,0.00032433278250402434,0.0004110474465967456,0.00038384986662777954
2025-11-05,0.000325128161454517,0.0004126446355704627,0.0003852884264416674
2025-11-06,0.00032462902807808,0.0004116387757578406,0.00038448123040380584
2025-11-07,0.00032481606119956615,0.00041202103741179083,0.00038467603928649206
2025-11-10,0.00032488052551727216,0.00041214263241841695,0.0003849407538755926
2025-11-11,0.0003246562725832208,0.0004116991548238578,0.0003844149593257835
2025-11-12,0.00032494704732077015,0.00041227940563254837,0.00038501773422606154
2025-11-13,0.0003246684901034036,0.0004117210382509239,0.00038448299552134847
2025-11-14,0.0003248822157906916,0.00041215059714217405,0.00038486201371113284
2025-11-17,0.0003247579366496358,0.00041189957001821207,0.0003846696384042945
2025-11-18,0.00032479414496992473,0.00041197438010861067,0.00038469185611494493
2025-11-19,0.00032482598237915415,0.00041203612209295127,0.0003847914689550479
2025-11-20,0.0003247535483857005,0.0004118924113705057,0.00038462796827511614
