,NLMK.ME,GMKN.ME,CHMF.ME
2022-09-23,176.33896945058484,22285.282205414966,1240.4389023403492
2022-09-26,176.51364123701583,22296.727508335574,1241.4997073978993
2022-09-27,176.68848604381247,22308.178689349075,1242.561419640292
2022-09-28,176.86350404235935,22319.635751474347,1243.6240398433379
2022-09-29,177.03869540421076,22331.098697731817,1244.687568783512
2022-09-30,177.21406030109097,22342.567531143468,1245.7520072379527
2022-10-03,177.38959890489434,22354.04225473283,1246.8173559844633
2022-10-04,177.56531138768548,22365.52287152499,1247.8836158015122
2022-10-05,177.74119792169947,22377.009384546585,1248.9507874682333
2022-10-06,177.91725867934196,22388.501796825807,1250.018871764427
2022-10-07,178.0934938331894,22400.000111392405,1251.0878694705607
2022-10-10,178.2699035559892,22411.504331277683,1252.157781367769
2022-10-11,178.44648802065984,22423.014459514503,1253.2286082378548
