Date,GAZP.ME,LKOH.ME,ROSN.ME
2016-03-31,101.34881591796876,1681.8924560546875,234.42079162597656
2016-04-01,100.97154998779295,1683.8167724609375,231.8092498779297
2016-04-04,100.40907287597656,1726.7939453125,237.7235565185547
2016-04-05,99.00973510742188,1730.963623046875,235.1889190673828
2016-04-06,98.91371154785156,1741.5474853515625,237.3779296875
2016-04-07,98.7010726928711,1746.0377197265625,235.64968872070312
2016-04-08,99.94263458251952,1781.6383056640625,243.10020446777344
2016-04-11,101.04014587402344,1794.7879638671875,249.62892150878903
2016-04-12,102.13765716552734,1780.03466796875,245.7884979248047
2016-04-13,105.03235626220705,1811.4659423828125,247.55511474609372
2016-04-14,103.1871566772461,1805.3721923828125,240.87271118164065
2016-04-15,101.5134506225586,1810.503662109375,237.9155731201172
2016-04-18,100.35419464111328,1781.317626953125,233.4223175048828
2016-04-19,106.97359466552734,1806.013671875,239.45181274414065
2016-04-20,111.08928680419922,1840.9730224609373,247.3630828857422
2016-04-21,110.98638916015624,1853.8021240234373,248.09280395507807
2016-04-22,110.5748291015625,1853.8021240234373,247.40151977539065
2016-04-25,109.9574737548828,1830.0682373046875,251.0883636474609
2016-04-26,111.80953979492188,1793.50537109375,254.8903350830078
2016-04-27,110.43077087402344,1753.093994140625,257.271484375
2016-04-28,113.00993347167967,1796.0711669921875,262.49444580078125
2016-04-29,115.5616683959961,1765.2816162109375,269.59930419921875
2016-05-04,111.39794158935548,1730.963623046875,265.7588195800781
2016-05-05,110.09465789794922,1687.0240478515625,258.46197509765625
2016-05-06,109.2509536743164,1686.3824462890625,252.7012939453125
2016-05-10,107.59095764160156,1658.4794921875,248.47677612304688
2016-05-11,109.3744125366211,1695.0419921875,249.32174682617188
2016-05-12,109.08631134033205,1714.92724609375,245.0204315185547
2016-05-13,109.6488037109375,1731.604736328125,247.8238983154297
2016-05-16,108.42781066894533,1707.55078125,247.78558349609372
2016-05-17,105.34790802001952,1713.6444091796875,247.40151977539065
2016-05-18,104.33269500732422,1736.4158935546875,253.0853576660156
2016-05-19,101.7466812133789,1729.0389404296875,253.46939086914065
2016-05-20,100.62858581542967,1739.623291015625,249.3601226806641
2016-05-23,98.9891586303711,1697.9288330078125,240.48863220214844
2016-05-24,100.38850402832033,1704.0224609375,243.48422241210935
2016-05-25,100.52568817138672,1700.1737060546875,244.25230407714844
2016-05-26,102.11707305908205,1717.8140869140625,245.9037170410156
2016-05-27,102.80990600585938,1720.3792724609375,246.24937438964844
2016-05-30,102.61784362792967,1729.0389404296875,247.32467651367188
2016-05-31,99.80542755126952,1648.5364990234375,242.71612548828125
2016-06-01,99.25667572021484,1654.950927734375,240.4118804931641
2016-06-02,98.77651977539062,1665.85595703125,239.14454650878903
2016-06-03,98.3718032836914,1659.441162109375,241.7560272216797
2016-06-06,100.42278289794922,1676.1192626953125,248.7456817626953
2016-06-07,101.34881591796876,1720.058837890625,252.58609008789065
2016-06-08,100.80006408691406,1719.4173583984375,263.0705261230469
2016-06-09,99.44873809814452,1690.2310791015625,263.83856201171875
2016-06-10,97.7064437866211,1690.8726806640625,259.4989013671875
2016-06-14,97.29486083984376,1712.6822509765625,249.475341796875
2016-06-15,97.1096649169922,1691.8349609375,247.9775848388672
2016-06-16,95.6897430419922,1683.175048828125,242.94656372070312
2016-06-17,95.56629180908205,1697.9288330078125,246.28775024414065
2016-06-20,98.06999969482422,1695.683837890625,258.07794189453125
2016-06-21,98.4609832763672,1704.98486328125,261.8799743652344
2016-06-22,98.09056854248048,1706.267578125,259.4220886230469
2016-06-23,98.91371154785156,1751.169189453125,276.9290466308594
2016-06-24,96.8901596069336,1747.9620361328125,265.5097351074219
2016-06-27,95.0175323486328,1687.6654052734375,261.0533447265625
2016-06-28,95.51140594482422,1685.7412109375,260.2178649902344
2016-06-29,96.03272247314452,1711.3992919921875,263.798828125
2016-06-30,95.69660949707033,1721.66259765625,262.6051940917969
2016-07-01,96.06702423095705,1736.4158935546875,264.5548095703125
2016-07-04,97.13024139404295,1760.791259765625,263.56011962890625
2016-07-05,96.68436431884766,1776.506591796875,262.127685546875
2016-07-06,96.02587127685548,1752.452392578125,255.04527282714844
2016-07-07,96.2865219116211,1762.71533203125,255.36366271972656
2016-07-08,96.21792602539062,1864.3590087890625,258.6263427734375
2016-07-11,96.99304962158205,1840.285888671875,261.2922058105469
2016-07-12,97.48692321777344,1857.0035400390625,270.0854797363281
2016-07-13,98.50214385986328,1832.9305419921875,267.7777099609375
2016-07-14,98.91371154785156,1852.322509765625,267.7777099609375
2016-07-15,101.0881576538086,1867.368408203125,266.5840759277344
2016-07-18,100.03865814208984,1871.71533203125,265.5495300292969
2016-07-19,101.14818572998048,1891.1075439453125,262.2073059082031
2016-07-20,100.98863983154295,1899.46630859375,261.84918212890625
2016-07-21,101.59780883789062,1911.1689453125,266.0269775390625
2016-07-22,101.96038818359376,1909.1627197265625,266.0269775390625
2016-07-25,102.03290557861328,1891.776123046875,265.78826904296875
2016-07-26,102.0256576538086,1886.4266357421875,262.6051940917969
2016-07-27,101.1626968383789,1896.791259765625,262.5256042480469
2016-07-28,101.45275115966795,1930.5614013671875,265.78826904296875
2016-07-29,99.56730651855467,1917.18701171875,259.024169921875
2016-08-01,99.29896545410156,1929.8927001953125,259.1037902832031
2016-08-02,97.53678894042967,1859.67822265625,252.53860473632807
2016-08-03,97.20319366455078,1870.3778076171875,257.23370361328125
2016-08-04,99.1321792602539,1898.7978515625,261.80938720703125
2016-08-05,98.261962890625,1882.41455078125,262.5256042480469
2016-08-08,99.6905746459961,1900.8038330078125,261.80938720703125
2016-08-09,99.59629821777344,1876.3958740234373,262.5256042480469
2016-08-10,99.63980102539062,1830.924072265625,259.8995666503906
2016-08-11,99.48751831054688,1862.35302734375,258.66607666015625
2016-08-12,99.9516372680664,1919.1932373046875,263.2815856933594
2016-08-15,100.07492065429688,1954.300537109375,269.7671203613281
2016-08-16,100.0676727294922,1960.9876708984373,273.3481140136719
2016-08-17,99.84285736083984,1960.6534423828125,274.9794311523437
2016-08-18,100.364990234375,1977.036865234375,279.9927978515625
2016-08-19,99.20471954345705,1971.3524169921875,277.7646179199219
2016-08-22,99.9298858642578,1996.0947265625,279.9132385253906
2016-08-23,99.6180419921875,2015.487060546875,279.3164367675781
2016-08-24,99.34973907470705,2029.5306396484373,278.6798095703125
2016-08-25,98.20394897460938,2038.892333984375,277.0882568359375
2016-08-26,98.76959228515624,2022.8433837890625,278.95831298828125
2016-08-29,98.76959228515624,1999.7728271484373,278.9980773925781
2016-08-30,98.32723236083984,1999.1038818359373,276.9290466308594
2016-08-31,97.86311340332033,1947.9481201171875,274.30303955078125
2016-09-01,97.89212036132812,1964.6658935546875,271.597412109375
2016-09-02,98.29823303222656,2008.1317138671875,278.4410705566406
2016-09-05,98.66082000732422,2041.5670166015625,281.38543701171875
2016-09-06,102.54052734375,2062.9658203125,284.88677978515625
2016-09-07,103.75885009765624,2062.297119140625,289.6614685058594
2016-09-08,102.57678985595705,2078.345947265625,290.2582702636719
2016-09-09,100.46652221679688,2046.5823974609373,288.38824462890625
2016-09-12,100.74933624267578,2036.551513671875,292.0487976074219
2016-09-13,100.40125274658205,2031.2021484375,289.5818786621094
2016-09-14,101.05392456054688,2042.2354736328125,292.1681213378906
2016-09-15,99.78485870361328,2044.2415771484373,292.7650146484375
2016-09-16,98.96540069580078,2024.8492431640625,287.1547546386719
2016-09-19,99.05240631103516,2018.162109375,287.43328857421875
2016-09-20,99.34973907470705,2042.9044189453125,285.5234375
2016-09-21,98.80585479736328,2038.55810546875,286.4783630371094
2016-09-22,99.1321792602539,2089.714111328125,286.8364562988281
2016-09-23,99.1321792602539,2063.2998046875,283.3350524902344
2016-09-26,98.08792114257812,2046.2479248046875,278.7991638183594
2016-09-27,97.1161880493164,2024.8492431640625,271.3586730957031
2016-09-28,97.23946380615234,2013.1468505859373,271.597412109375
2016-09-29,98.12418365478516,2060.959228515625,277.8840026855469
2016-09-30,97.8268585205078,2051.597900390625,272.7910461425781
2016-10-03,98.1677017211914,2056.279052734375,275.3375549316406
2016-10-04,98.79134368896484,2057.615966796875,275.81500244140625
2016-10-05,97.75434112548828,2056.947509765625,271.9157409667969
2016-10-06,98.55204010009766,2052.935302734375,273.2684936523437
2016-10-07,98.69708251953124,2039.5606689453125,271.75653076171875
2016-10-10,100.87262725830078,2057.950439453125,287.2741394042969
2016-10-11,100.78559112548828,2075.671142578125,288.10968017578125
2016-10-12,100.1256866455078,2084.69873046875,288.98504638671875
2016-10-13,99.6905746459961,2062.631103515625,286.0008544921875
2016-10-14,98.76959228515624,2048.9228515625,281.5843505859375
2016-10-17,98.31273651123048,2026.1866455078125,276.9290466308594
2016-10-18,98.48676300048828,2039.5606689453125,275.1385803222656
2016-10-19,98.25471496582033,2038.2236328125,274.621337890625
2016-10-20,97.6963348388672,2031.2021484375,272.7910461425781
2016-10-21,97.87037658691406,2053.603759765625,273.98468017578125
2016-10-24,97.93563842773438,2069.318359375,276.7301330566406
2016-10-25,98.11692810058594,2071.65869140625,277.4861145019531
2016-10-26,98.13143920898438,2060.62548828125,276.6107788085937
2016-10-27,97.92839050292967,2072.32763671875,275.89459228515625
2016-10-28,97.89938354492188,2075.671142578125,278.4410705566406
2016-10-31,100.68406677246094,2072.996826171875,276.65057373046875
2016-11-01,102.9611358642578,2077.0087890625,282.3403625488281
2016-11-02,102.11267852783205,1994.757080078125,277.0484313964844
2016-11-03,101.45275115966795,1995.426025390625,272.1544494628906
2016-11-07,100.4375,2000.1070556640625,271.3586730957031
2016-11-08,101.03215789794922,2026.1866455078125,270.9607849121094
2016-11-09,105.60079193115234,2045.2449951171875,276.6107788085937
2016-11-10,106.89161682128906,2103.088134765625,279.35614013671875
2016-11-11,107.23970794677734,2067.646728515625,272.2340393066406
2016-11-14,106.06490325927734,2048.9228515625,268.7325744628906
2016-11-15,105.80384826660156,2034.88037109375,268.97137451171875
2016-11-16,105.5137710571289,2048.254150390625,269.96612548828125
2016-11-17,107.10916900634766,2076.340087890625,269.0907287597656
2016-11-18,106.57254791259766,2062.631103515625,268.1755676269531
2016-11-21,108.48703002929688,2091.051513671875,271.0005798339844
2016-11-22,108.77709197998048,2081.020751953125,271.9952697753906
2016-11-23,108.40724182128906,2123.14990234375,276.49139404296875
2016-11-24,109.58203125,2124.152587890625,275.7752380371094
2016-11-25,109.7270736694336,2109.44091796875,271.75653076171875
2016-11-28,108.0083999633789,2103.422607421875,267.8572692871094
2016-11-29,107.14543151855467,2104.42578125,267.97662353515625
2016-11-30,107.90687561035156,2131.8427734375,270.7221069335937
2016-12-01,110.8148422241211,2146.553955078125,269.3692321777344
2016-12-02,110.48126983642578,2197.37646484375,270.5628662109375
2016-12-05,111.5182647705078,2206.73828125,279.7142639160156
2016-12-06,109.86486053466795,2185.0048828125,280.6294250488281
2016-12-07,110.1911849975586,2198.045166015625,283.49420166015625
2016-12-08,110.98888397216795,2246.5263671875,299.0913391113281
2016-12-09,110.94538879394533,2254.216552734375,295.0727233886719
2016-12-12,115.035400390625,2256.89111328125,308.8793334960937
2016-12-13,115.26744079589844,2225.79638671875,316.5586242675781
2016-12-14,113.9983901977539,2241.510498046875,320.7363586425781
2016-12-15,114.75981903076172,2262.574951171875,318.6673583984375
2016-12-16,113.2732162475586,2241.510498046875,326.6649169921875
2016-12-19,112.11293029785156,2240.507568359375,320.3782653808594
2016-12-20,112.62054443359376,2283.639404296875,318.4286804199219
2016-12-21,110.99613189697266,2299.688720703125,318.03076171875
2016-12-22,108.97289276123048,2302.4228515625,311.62481689453125
2016-12-23,108.08816528320312,2321.564453125,304.66180419921875
2016-12-26,108.0156478881836,2336.603759765625,309.2772521972656
2016-12-27,109.05266571044922,2343.781982421875,316.7177429199219
2016-12-28,109.50227355957033,2286.016357421875,316.8769226074219
2016-12-29,110.67706298828124,2341.047119140625,317.3543701171875
2016-12-30,112.07666778564452,2357.7958984375,320.5374755859375
2017-01-03,114.36096954345705,2443.931640625,333.8268737792969
2017-01-04,114.17244720458984,2378.646484375,323.4022216796875
2017-01-05,111.67781066894533,2309.94287109375,317.5135192871094
2017-01-06,111.75033569335938,2300.372314453125,312.34100341796875
2017-01-09,111.96788024902344,2313.702880859375,313.5346069335937
2017-01-10,114.55677795410156,2323.614990234375,321.8106689453125
2017-01-11,113.860595703125,2320.5390625,316.3198547363281
2017-01-12,114.03465270996094,2255.93701171875,311.1075744628906
2017-01-13,114.54227447509766,2249.100830078125,308.7599792480469
2017-01-16,112.99038696289062,2214.919921875,312.1022644042969
2017-01-17,111.42398834228516,2210.134521484375,311.70440673828125
2017-01-18,110.85110473632812,2203.982177734375,307.9642333984375
2017-01-19,109.39350128173828,2184.1572265625,302.9906921386719
2017-01-20,108.5595245361328,2173.903076171875,308.3620910644531
2017-01-23,107.39924621582033,2171.510009765625,310.5107421875
2017-01-24,108.8858642578125,2180.739501953125,308.8793334960937
2017-01-25,107.07291412353516,2197.829345703125,305.33819580078125
2017-01-26,109.13241577148438,2308.233642578125,309.5557861328125
2017-01-27,111.7430648803711,2383.090087890625,319.9008483886719
2017-01-30,109.35723114013672,2329.767333984375,317.5135192871094
2017-01-31,108.6320571899414,2303.789794921875,318.7867431640625
2017-02-01,108.52326965332033,2307.208251953125,319.5029602050781
2017-02-02,107.90687561035156,2300.030517578125,316.1607360839844
2017-02-03,108.30572509765624,2304.132080078125,316.598388671875
2017-02-06,107.68931579589844,2281.91455078125,313.5346069335937
2017-02-07,107.8343505859375,2309.94287109375,310.11285400390625
2017-02-08,105.29621887207033,2255.253662109375,300.8420715332031
2017-02-09,103.055419921875,2233.0361328125,302.2346496582031
2017-02-10,101.88787841796876,2218.679931640625,300.48394775390625
2017-02-13,102.39549255371094,2241.58154296875,301.5980224609375
2017-02-14,101.9748992919922,2221.75634765625,294.3167724609375
2017-02-15,101.32223510742188,2195.094970703125,286.4783630371094
2017-02-16,100.91613006591795,2209.450927734375,288.06988525390625
2017-02-17,100.16194152832033,2186.550048828125,281.7037658691406
2017-02-20,100.4375,2173.903076171875,277.724853515625
2017-02-21,100.3287353515625,2187.233642578125,281.7037658691406
2017-02-22,99.11768341064452,2170.826904296875,276.1333312988281
2017-02-24,99.16844177246094,2176.637451171875,272.9502258300781
2017-02-27,97.9501495361328,2143.14013671875,263.4407043457031
2017-02-28,97.1741943359375,2109.642822265625,263.48052978515625
2017-03-01,97.06542205810548,2132.885986328125,271.9952697753906
2017-03-02,95.2162094116211,2109.642822265625,267.8572692871094
2017-03-03,97.75434112548828,2108.959228515625,267.7777099609375
2017-03-06,97.60931396484376,2104.515625,264.1966552734375
2017-03-07,96.3692398071289,2098.705078125,261.88897705078125
2017-03-09,93.5482940673828,2030.3433837890625,253.73231506347656
2017-03-10,93.38875579833984,2069.992919921875,250.66856384277344
2017-03-13,94.2227020263672,2085.716552734375,253.25477600097656
2017-03-14,93.40325927734376,2105.54150390625,250.9868621826172
2017-03-15,92.53303527832033,2111.01025390625,250.4298248291016
2017-03-16,92.85938262939452,2115.795654296875,249.8330078125
2017-03-17,93.50479125976562,2139.721923828125,250.2308807373047
2017-03-20,93.39601135253906,2114.086669921875,247.6048583984375
2017-03-21,93.76585388183594,2119.89697265625,251.46432495117188
2017-03-22,95.47002410888672,2133.227783203125,254.9259490966797
2017-03-23,94.9914093017578,2095.970703125,253.01611328125
2017-03-24,94.30973052978516,2062.815185546875,251.18577575683597
2017-03-27,93.40325927734376,2052.90283203125,246.53054809570312
2017-03-28,93.69332885742188,2088.45068359375,250.35028076171875
2017-03-29,93.41051483154295,2092.552734375,256.39813232421875
2017-03-30,93.17845916748048,2038.5467529296875,261.5706787109375
2017-03-31,92.75060272216795,2037.86328125,257.4326171875
2017-04-03,92.2502212524414,2068.96728515625,261.3319091796875
2017-04-04,93.41051483154295,2085.03271484375,263.9580383300781
2017-04-05,94.77384948730467,2089.81787109375,269.1304931640625
2017-04-06,94.63606262207033,2090.159912109375,268.9316101074219
2017-04-07,93.34524536132812,2044.6993408203125,267.3399963378906
2017-04-10,91.48878479003906,2020.77294921875,260.37701416015625
2017-04-11,91.37274932861328,2028.97607421875,263.0030517578125
2017-04-12,90.68383026123048,2016.329345703125,258.7059020996094
2017-04-13,90.3139877319336,1989.326416015625,256.1593933105469
2017-04-14,89.08843231201172,1958.2220458984373,251.26541137695312
2017-04-17,89.704833984375,1968.8179931640625,257.23370361328125
2017-04-18,88.6315689086914,1933.6114501953125,253.3741912841797
2017-04-19,88.14570617675781,1954.4617919921875,250.70834350585935
2017-04-20,88.46478271484375,1953.7781982421875,251.9418182373047
2017-04-21,89.19720458984375,1948.30908203125,252.57843017578125
2017-04-24,92.82311248779295,1995.478759765625,254.88612365722656
2017-04-25,94.41851043701172,2021.45654296875,254.76678466796875
2017-04-26,96.76083374023438,2030.3433837890625,259.4618530273437
2017-04-27,96.746337890625,1972.235595703125,253.33447265625
2017-04-28,99.16844177246094,1926.43359375,252.45904541015625
2017-05-02,99.0016632080078,1957.8798828125,251.46432495117188
2017-05-03,98.48676300048828,1893.6199951171875,248.0027008056641
2017-05-04,97.8486099243164,1900.4561767578125,246.68968200683597
2017-05-05,97.47152709960938,1921.9901123046875,248.63934326171875
2017-05-10,97.31198120117188,1994.111083984375,250.70834350585935
2017-05-11,95.07118225097656,1941.4730224609373,248.5598297119141
2017-05-12,96.08642578125,1952.4107666015625,244.7002716064453
2017-05-15,95.36125183105467,1966.0836181640625,249.9921417236328
2017-05-16,95.09293365478516,1975.995849609375,248.99745178222656
2017-05-17,95.77459716796876,1961.9815673828125,247.9231109619141
2017-05-18,92.0254135131836,1966.766845703125,242.7108459472656
2017-05-19,90.0601806640625,1948.30908203125,243.58616638183597
2017-05-22,88.84912109375,1921.648193359375,244.54107666015625
2017-05-23,89.36400604248047,1931.2188720703125,248.5995178222656
2017-05-24,88.47203063964844,1916.8626708984373,244.30239868164065
2017-05-25,88.18921661376953,1912.7608642578125,243.82492065429688
2017-05-26,88.6170654296875,1911.7357177734373,241.91505432128903
2017-05-29,89.27699279785156,1910.3682861328125,244.50132751464844
2017-05-30,88.54454040527344,1931.2188720703125,242.7108459472656
2017-05-31,87.22471618652344,1881.99853515625,239.9654083251953
2017-06-01,85.57130432128906,1845.7666015625,239.88584899902344
2017-06-02,86.79686737060547,1869.0096435546875,239.5277099609375
2017-06-05,86.29649353027344,1869.3515625,242.7108459472656
2017-06-06,86.33274841308594,1860.4644775390625,240.7612152099609
2017-06-07,86.23847198486328,1849.1846923828125,245.09814453125
2017-06-08,86.51404571533203,1956.487548828125,244.7002716064453
2017-06-09,87.38426208496094,1984.3861083984373,243.5066070556641
2017-06-13,85.68009185791016,1974.7288818359373,248.400634765625
2017-06-14,83.64958190917969,1952.91064453125,242.1537628173828
2017-06-15,83.75110626220703,1940.0345458984373,240.0052032470703
2017-06-16,84.13545227050781,1920.719970703125,243.904541015625
2017-06-19,85.08544158935547,1988.320556640625,247.4854888916016
2017-06-20,85.16520690917969,1980.8096923828125,251.46432495117188
2017-06-21,85.54955291748047,1951.837646484375,253.3741912841797
2017-06-22,86.69534301757812,1974.7288818359373,253.8516540527344
2017-06-23,86.36901092529297,1985.1015625,256.23895263671875
2017-06-26,86.05718231201172,1979.378662109375,255.4431915283203
2017-06-27,86.55030822753906,2002.9857177734373,260.45654296875
2017-06-28,86.80411529541016,2056.279541015625,264.5150146484375
2017-06-29,86.41252136230469,2055.205810546875,264.9924621582031
2017-06-30,85.92664337158203,2054.848388671875,261.7350158691406
2017-07-03,86.9201431274414,2088.82763671875,266.92108154296875
2017-07-04,89.00141906738281,2098.12744140625,269.35205078125
2017-07-05,88.97966003417969,2111.361083984375,265.13836669921875
2017-07-06,88.96514892578125,2135.325439453125,262.95050048828125
2017-07-07,89.19720458984375,2128.61767578125,257.52130126953125
2017-07-10,90.10369110107422,2130.853515625,259.7091369628906
2017-07-11,90.488037109375,2142.77880859375,258.9798583984375
2017-07-12,90.55329895019533,2172.218505859375,259.74969482421875
2017-07-13,91.04642486572266,2167.74658203125,257.68341064453125
2017-07-14,90.64757537841795,2178.5537109375,257.68341064453125
2017-07-17,90.74909210205078,2146.505615234375,255.981689453125
2017-07-18,90.2777328491211,2116.6923828125,255.3334197998047
2017-07-19,93.11490631103516,2158.430419921875,258.0885314941406
2017-07-20,93.4947738647461,2158.430419921875,257.5617980957031
2017-07-21,92.2156219482422,2118.18310546875,257.1971435546875
2017-07-24,92.38616180419922,2106.631103515625,253.87484741210935
2017-07-25,91.78923034667967,2112.96630859375,254.5635681152344
2017-07-26,92.2543716430664,2111.4755859375,251.2007598876953
2017-07-27,92.0063018798828,2125.26416015625,251.2007598876953
2017-07-28,90.62635803222656,2082.408203125,247.87841796875
2017-07-31,90.00616455078125,2085.016845703125,252.2541961669922
2017-08-01,91.47138214111328,2134.952880859375,256.14373779296875
2017-08-02,92.32415008544922,2189.73388671875,260.9246520996094
2017-08-03,92.70402526855467,2183.770751953125,256.8730773925781
2017-08-04,92.60324096679688,2163.6474609375,256.06268310546875
2017-08-07,92.64199829101562,2174.45458984375,256.26531982421875
2017-08-08,92.77379608154295,2216.56494140625,255.25238037109372
2017-08-09,92.0063018798828,2190.478759765625,250.593017578125
2017-08-10,91.51789093017578,2162.529296875,247.14915466308597
2017-08-11,90.64962005615234,2131.598876953125,246.29830932617188
2017-08-14,91.01398468017578,2149.11376953125,247.14915466308597
2017-08-15,91.16128540039062,2142.033447265625,247.068115234375
2017-08-16,90.51007080078124,2121.537353515625,244.75863647460935
2017-08-17,90.09918975830078,2117.43798828125,244.5155792236328
2017-08-18,89.92863464355469,2108.494384765625,243.13803100585935
2017-08-21,89.86661529541016,2127.499755859375,243.9889068603516
2017-08-22,89.92863464355469,2159.17578125,243.8673553466797
2017-08-23,89.73483276367188,2156.567138671875,245.6905517578125
2017-08-24,90.3627700805664,2156.939697265625,243.9078369140625
2017-08-25,91.3628387451172,2172.591064453125,244.31300354003903
2017-08-28,92.0605697631836,2176.318115234375,243.8673553466797
2017-08-29,91.71170806884766,2156.939697265625,243.9078369140625
2017-08-30,91.63417053222656,2165.137939453125,248.76980590820312
2017-08-31,91.45587158203124,2191.5966796875,246.3387756347656
2017-09-01,91.01398468017578,2191.5966796875,246.4198455810547
