Date,XOM,CVX,COP
2016-04-05,53.53202819824219,61.18006896972656,28.94767951965332
2016-04-06,54.248294830322266,62.61270523071289,30.21562957763672
2016-04-07,53.63621520996094,62.579689025878906,29.88936996459961
2016-04-08,54.18320846557617,63.59639739990234,30.5715389251709
2016-04-11,54.25482940673828,62.87676239013672,30.54188537597656
2016-04-12,54.92551040649414,64.37542724609375,32.23248672485352
2016-04-13,55.23807144165039,64.4348373413086,32.31403732299805
2016-04-14,55.62876510620117,64.68569946289062,32.788597106933594
2016-04-15,55.32924270629883,64.19055938720703,32.40301513671875
2016-04-18,55.85668563842773,65.16104888916016,33.366947174072266
2016-04-19,56.13668823242188,66.34938049316406,34.8944206237793
2016-04-20,56.52088165283203,67.13502502441406,34.909236907958984
2016-04-21,56.514347076416016,66.94357299804688,34.27897644042969
2016-04-22,56.99622344970703,67.34629821777344,35.30963897705078
2016-04-25,56.8659782409668,67.01618194580078,34.308631896972656
2016-04-26,57.061336517333984,67.5311279296875,35.65073776245117
2016-04-27,57.601810455322266,68.56103515625,35.672977447509766
2016-04-28,57.321807861328125,67.6037368774414,35.34672546386719
2016-04-29,57.56272506713867,67.45851135253906,35.43569564819336
2016-05-02,58.03808975219727,68.20453643798828,34.73870849609375
2016-05-03,57.373905181884766,66.89073944091797,33.42626953125
2016-05-04,57.2631950378418,66.40880584716797,32.187984466552734
2016-05-05,57.32831573486328,66.9567642211914,32.03968811035156
2016-05-06,57.63435363769531,67.24723815917969,31.706018447875977
2016-05-09,57.67341613769531,66.2503662109375,30.88296890258789
2016-05-10,58.59806823730469,66.85773468017578,31.787582397460938
2016-05-11,58.315731048583984,66.77191925048828,32.388187408447266
2016-05-12,58.88044357299805,67.41893768310547,32.42526626586914
2016-05-13,58.21722412109375,66.50782775878906,31.89879608154297
2016-05-16,58.81476974487305,67.5311279296875,32.684776306152344
2016-05-17,58.78849411010742,67.21756744384766,32.46232986450195
2016-05-18,58.67030715942383,66.7572250366211,32.320640563964844
2016-05-19,59.16932678222656,66.61711120605469,32.3355598449707
2016-05-20,58.9263916015625,66.57707214355469,32.49961853027344
2016-05-23,58.83446502685547,66.30351257324219,32.507083892822266
2016-05-24,58.88044357299805,66.84394836425781,32.410125732421875
2016-05-25,59.26786422729492,67.89810180664062,33.48400115966797
2016-05-26,58.965797424316406,67.71792602539062,33.35723876953125
2016-05-27,59.10367965698242,68.0648422241211,33.05892562866211
2016-05-31,58.453609466552734,67.38436126708984,32.65622329711914
2016-06-01,58.59806823730469,67.47108459472656,32.857574462890625
2016-06-02,58.1318588256836,67.07076263427734,33.09621810913086
2016-06-03,58.026817321777344,67.15751647949219,32.94707107543945
2016-06-06,58.66373443603516,67.49775695800781,33.94636917114258
2016-06-07,59.56332778930664,68.93219757080078,35.45278549194336
2016-06-08,59.6158447265625,68.77873229980469,35.415489196777344
2016-06-09,59.53705978393555,68.5919189453125,34.729400634765625
2016-06-10,59.08398818969727,68.03816986083984,33.193145751953125
2016-06-13,59.48454284667969,68.11823272705078,32.72335433959961
2016-06-14,59.37947845458984,67.5711669921875,33.051475524902344
2016-06-15,59.20219421386719,67.13750457763672,32.59657669067383
2016-06-16,59.898216247558594,67.4310531616211,32.186405181884766
2016-06-17,59.56988906860352,67.7646484375,32.924705505371094
2016-06-20,59.83253860473633,68.45848083496094,33.327396392822266
2016-06-21,60.10176849365234,68.87881469726562,33.409423828125
2016-06-22,59.86539077758789,68.2449951171875,32.80537414550781
2016-06-23,60.27907180786133,69.67943572998047,34.02840805053711
2016-06-24,58.69657516479492,67.98480987548828,32.19386291503906
2016-06-27,58.34855270385742,66.95738220214844,30.411523818969727
2016-06-28,59.69466018676758,67.80467987060547,31.284069061279297
2016-06-29,60.71243667602539,68.99891662597656,32.74570846557617
2016-06-30,61.55292510986328,69.93963623046875,32.51454544067383
2016-07-01,61.61859893798828,69.48595428466797,32.44741439819336
2016-07-05,61.08015823364258,69.09898376464844,31.097620010375977
2016-07-06,61.78276062011719,69.77283477783203,31.24676513671875
2016-07-07,61.040775299072266,68.75205993652344,30.955930709838867
2016-07-08,61.4216194152832,69.89958953857422,31.545066833496094
2016-07-11,61.65140914916992,70.31324768066406,31.65693664550781
2016-07-12,62.34745407104492,71.24061584472656,32.6636848449707
2016-07-13,62.30147933959961,71.15388488769531,31.970142364501957
2016-07-14,62.34745407104492,71.18724060058594,32.08200454711914
2016-07-15,62.45907974243164,71.40741729736328,32.022335052490234
2016-07-18,62.26210021972656,70.7802505493164,31.850814819335938
2016-07-19,62.03227615356445,70.74689483642578,31.254226684570312
2016-07-20,61.67768478393555,70.44669342041016,31.343719482421875
2016-07-21,61.62515258789063,70.31324768066406,30.788555145263672
2016-07-22,61.73023223876953,70.4933853149414,30.57850456237793
2016-07-25,60.541690826416016,68.76538848876953,30.188400268554688
2016-07-26,60.10176849365234,68.5052261352539,30.60101127624512
2016-07-27,59.69466018676758,68.22500610351562,30.06086158752441
2016-07-28,59.22845458984375,67.91142272949219,30.203405380249023
2016-07-29,58.40766143798828,68.37178802490234,30.623510360717773
2016-08-01,56.378662109375,66.1233901977539,29.71575927734375
2016-08-02,57.15348052978516,66.44364166259766,29.850801467895508
2016-08-03,57.44897079467773,67.12416076660156,30.24090576171875
2016-08-04,57.4423942565918,66.97737884521484,30.083362579345703
2016-08-05,57.49492645263672,67.05741882324219,30.45846176147461
2016-08-08,58.1712532043457,67.51776885986328,31.178672790527344
2016-08-09,58.24349594116211,67.59783172607422,30.93860626220703
2016-08-10,57.223670959472656,66.81060791015625,30.45846176147461
2016-08-11,57.4289436340332,67.6512451171875,31.051130294799805
2016-08-12,58.17726516723633,68.15826416015625,31.036117553710938
2016-08-15,58.15077972412109,68.56525421142578,31.6438102722168
2016-08-16,58.22361755371094,68.46517944335938,32.15393829345703
2016-08-17,58.34944915771485,68.91687774658203,32.40901184082031
2016-08-18,58.87922668457031,69.81359100341797,32.701595306396484
2016-08-19,58.14417266845703,68.98431396484375,32.4990348815918
2016-08-22,58.26996612548828,68.72811126708984,31.98138999938965
2016-08-23,58.09116744995117,68.55282592773438,32.42401123046875
2016-08-24,58.289852142333984,68.90340423583984,32.228965759277344
2016-08-25,57.91898727416992,68.69440460205078,32.09391403198242
2016-08-26,57.79316329956055,68.31008911132812,31.73381996154785
2016-08-29,58.170631408691406,68.80227661132812,31.771329879760746
2016-08-30,57.95873641967773,68.5663070678711,31.681310653686523
2016-08-31,57.70708084106445,67.81118774414062,30.79606819152832
2016-09-01,57.5084228515625,67.56173706054688,30.45846176147461
2016-09-02,57.89251327514648,68.04718017578125,30.698530197143555
2016-09-06,58.65406799316406,69.05846405029297,30.75856590270996
2016-09-07,58.43555450439453,69.36186981201172,31.1186466217041
2016-09-08,58.97195053100586,70.1978759765625,32.469017028808594
2016-09-09,57.5084228515625,68.2763900756836,31.69631576538086
2016-09-12,57.80641555786133,68.93712615966797,32.01140594482422
2016-09-13,56.4289665222168,67.03588104248047,30.76605033874512
2016-09-14,56.02499771118164,66.35494232177734,30.000837326049805
2016-09-15,56.34288024902344,67.08306121826172,30.030845642089844
2016-09-16,55.64752578735352,65.9638900756836,29.910808563232425
2016-09-19,55.515098571777344,66.09871673583984,29.46820068359375
2016-09-20,54.66080474853516,65.86949920654297,29.265634536743164
2016-09-21,55.16413116455078,67.17068481445312,30.053363800048828
2016-09-22,55.32304000854492,67.40667724609375,30.77356338500977
2016-09-23,55.263431549072266,66.89427947998047,29.96332550048828
2016-09-26,55.005157470703125,66.59761047363281,30.02334213256836
2016-09-27,55.12435531616211,66.73249053955078,29.58072280883789
2016-09-28,57.54813766479492,68.86969757080078,31.6438102722168
2016-09-29,57.25676727294922,68.2763900756836,32.75411605834961
2016-09-30,57.7997932434082,69.38883209228516,32.611568450927734
2016-10-03,57.64750289916992,69.07194519042969,32.58156967163086
2016-10-04,57.1176986694336,68.2763900756836,32.16143798828125
2016-10-05,57.61436462402344,68.92363739013672,32.941654205322266
2016-10-06,57.640869140625,68.88993072509766,33.3992805480957
2016-10-07,57.442195892333984,68.9505844116211,33.174224853515625
2016-10-10,58.567989349365234,70.10350036621094,33.30175018310547
2016-10-11,58.10442352294922,69.46973419189453,32.50653076171875
2016-10-12,57.70047378540039,68.86969757080078,32.611568450927734
2016-10-13,57.32297134399414,67.9527816772461,31.80418968200684
2016-10-14,57.30973434448242,68.14830017089844,31.442026138305664
2016-10-17,57.30973434448242,68.33706665039062,31.011924743652344
2016-10-18,57.46207046508789,68.6269760131836,30.6723690032959
2016-10-19,57.7269401550293,68.9505844116211,31.47974395751953
2016-10-20,57.75343322753906,68.6809310913086,31.30620765686035
2016-10-21,57.36272811889648,68.29662322998047,31.343935012817383
2016-10-24,57.55479049682617,67.86514282226562,31.87211227416992
2016-10-25,57.4289436340332,67.93929290771484,31.547651290893555
2016-10-26,57.67396926879883,68.22245025634766,31.54010581970215
2016-10-27,57.5613899230957,67.3662338256836,33.20012283325195
2016-10-28,56.14422225952149,69.99560546875,33.93203353881836
2016-10-31,55.17734146118164,70.62261962890625,32.785118103027344
2016-11-01,55.39589309692383,71.78898620605469,32.85303497314453
2016-11-02,55.263431549072266,71.05412292480469,32.61912536621094
2016-11-03,55.40253448486328,71.05412292480469,32.89829635620117
2016-11-04,55.34290313720703,70.64283752441406,32.26448440551758
2016-11-07,56.58790588378906,72.03844451904297,33.1397590637207
2016-11-08,56.99544906616211,72.33509826660156,33.4491081237793
2016-11-09,57.62346267700195,72.5710678100586,34.50547790527344
2016-11-10,58.157962799072266,72.67218780517578,33.78866958618164
2016-11-11,57.235958099365234,71.8968505859375,33.15483474731445
2016-11-14,56.97539138793945,71.86314392089844,33.29820251464844
2016-11-15,58.0042724609375,73.46100616455078,34.16592788696289
2016-11-16,57.2894172668457,73.78106689453125,33.48684310913086
2016-11-17,56.9420051574707,73.62445068359375,32.90583419799805
2016-11-18,56.97539138793945,74.35986328125,33.77357482910156
2016-11-21,57.78380584716797,75.02719116210938,34.98084259033203
2016-11-22,57.91073226928711,75.32683563232422,34.76203918457031
2016-11-23,58.071083068847656,75.5855712890625,34.93558120727539
2016-11-25,58.2047119140625,75.5855712890625,34.52056884765625
2016-11-28,57.770450592041016,75.24510192871094,34.33193588256836
2016-11-29,57.38960647583008,74.45516967773438,33.37367630004883
2016-11-30,58.3249626159668,75.96690368652344,36.61067581176758
2016-12-01,58.284854888916016,77.14495086669922,36.38430404663086
2016-12-02,58.15126800537109,76.94747924804688,36.30885696411133
2016-12-05,58.44520950317383,77.11771392822266,36.882301330566406
2016-12-06,58.4986686706543,76.78404998779297,37.651947021484375
2016-12-07,58.83941268920898,77.92807006835938,37.651947021484375
2016-12-08,59.00643157958984,78.42514038085938,37.5614013671875
2016-12-09,59.46073913574219,78.86095428466797,38.30841445922852
2016-12-12,60.7835807800293,79.7734375,38.76866912841797
2016-12-13,61.852535247802734,79.957275390625,39.71940612792969
2016-12-14,60.51634979248047,78.96308898925781,38.85167694091797
2016-12-15,60.723426818847656,79.70535278320312,39.04032516479492
2016-12-16,60.91717529296875,80.40670776367188,39.19123077392578
2016-12-19,60.4094352722168,80.1138916015625,39.22140502929688
2016-12-20,60.416133880615234,80.31819152832031,38.89695739746094
2016-12-21,60.31587600708008,80.29094696044922,38.844120025634766
2016-12-22,60.710079193115234,80.87654876708984,38.88941192626953
2016-12-23,60.60318374633789,80.63823699951172,38.76112365722656
2016-12-27,60.6299057006836,80.50204467773438,38.93467330932617
2016-12-28,60.32927322387695,80.29094696044922,38.30841445922852
2016-12-29,60.36267852783203,80.22965240478516,38.134857177734375
2016-12-30,60.30253219604492,80.14793395996094,37.83305740356445
2017-01-03,60.723426818847656,80.2500991821289,38.18766784667969
2017-01-04,60.05534362792969,80.22965240478516,38.54232025146485
2017-01-05,59.16008758544922,79.88237762451172,38.42913436889648
2017-01-06,59.12667465209961,79.56233978271484,38.2857666015625
2017-01-09,58.15126800537109,78.88138580322266,37.47085952758789
2017-01-10,57.40967178344727,78.28215026855469,37.47085952758789
2017-01-11,57.99760818481445,78.94264221191406,38.647945404052734
2017-01-12,57.68358612060547,79.09928894042969,37.84058380126953
2017-01-13,57.69027328491211,79.24906921386719,38.172584533691406
2017-01-17,58.36505508422852,79.18099975585938,37.84058380126953
2017-01-18,57.64350128173828,78.94947814941406,37.93113708496094
2017-01-19,56.60797119140625,78.704345703125,37.62176132202149
2017-01-20,57.38296508789063,78.71794891357422,38.27822113037109
2017-01-23,56.76829147338867,78.57496643066406,37.68212890625
2017-01-24,56.84846496582031,79.24227142333984,37.93113708496094
2017-01-25,57.01548385620117,79.83470153808594,38.2480354309082
2017-01-26,57.18918991088867,79.36482238769531,38.2027702331543
2017-01-27,57.12906646728516,77.48542785644531,37.29729843139648
2017-01-30,56.6948127746582,76.1439437866211,35.82594680786133
2017-01-31,56.04674911499024,75.82390594482422,36.79176330566406
2017-02-01,55.41203689575195,75.5855712890625,36.5955696105957
2017-02-02,55.75278091430664,76.4095230102539,36.73893356323242
2017-02-03,55.81291961669922,77.33562469482422,38.051856994628906
2017-02-06,55.65923690795898,76.93386840820312,37.79530334472656
2017-02-07,55.29848861694336,75.85114288330078,37.28976440429688
2017-02-08,54.93442153930664,75.98053741455078,37.42558670043945
2017-02-09,55.1771125793457,76.44355010986328,37.58403778076172
2017-02-10,55.63556671142578,76.98152923583984,38.035400390625
2017-02-13,55.95920181274414,77.56714630126953,37.70161819458008
2017-02-14,55.83784103393555,77.3540267944336,38.035400390625
2017-02-15,56.06708526611328,77.38841247558594,37.4437141418457
2017-02-16,55.48727416992188,76.0890884399414,36.6699447631836
2017-02-17,55.12319946289063,75.84848022460938,36.040313720703125
2017-02-21,55.210819244384766,76.80406188964844,36.510650634765625
2017-02-22,54.5635871887207,75.88285064697266,35.72929382324219
2017-02-23,55.13667297363281,76.32283020019531,35.881011962890625
2017-02-24,54.66471099853516,75.70409393310547,35.683799743652344
2017-02-27,54.97486877441406,76.8246841430664,35.92654037475586
2017-02-28,54.82652282714844,77.34027862548828,36.0858268737793
2017-03-01,55.97267150878906,78.2889633178711,37.20854187011719
2017-03-02,56.16148376464844,77.9314956665039,36.57132339477539
2017-03-03,55.59512710571289,78.06214141845703,36.275482177734375
2017-03-06,55.8446044921875,77.80088806152344,36.65478515625
2017-03-07,55.63556671142578,76.86591339111328,36.19961929321289
2017-03-08,54.63101959228516,75.353515625,34.82658767700195
2017-03-09,55.06250762939453,75.64908599853516,35.25897216796875
2017-03-10,55.02206039428711,76.04096984863281,34.644527435302734
2017-03-13,54.89394760131836,75.17474365234375,34.77347183227539
2017-03-14,54.604042053222656,73.80669403076172,34.09076690673828
2017-03-15,55.28499984741211,74.8516616821289,34.77347183227539
2017-03-16,55.33218765258789,74.15040588378906,34.77347183227539
2017-03-17,55.28499984741211,74.02667236328125,34.65969467163086
2017-03-20,55.28499984741211,74.0129165649414,34.788658142089844
2017-03-21,55.17039108276367,74.27416229248047,34.27281188964844
2017-03-22,55.12319946289063,74.51476287841797,33.87076950073242
2017-03-23,55.190616607666016,74.15728759765625,33.74181365966797
2017-03-24,54.76586151123047,74.23979949951172,33.453556060791016
2017-03-27,54.77935028076172,73.06421661376953,33.597686767578125
2017-03-28,55.1771125793457,73.67606353759766,34.42454147338867
2017-03-29,55.2984733581543,74.29478454589844,34.85693359375
2017-03-30,56.43115234375,74.0954360961914,37.92919921875
2017-03-31,55.2917366027832,73.81358337402344,37.83058547973633
2017-04-03,55.33218765258789,74.10918426513672,37.51197052001953
2017-04-04,55.53446578979492,74.70038604736328,37.72438049316406
2017-04-05,55.64233016967773,74.68665313720703,37.25406265258789
2017-04-06,55.9659423828125,75.13349151611328,37.78505706787109
2017-04-07,55.79737854003906,74.83790588378906,37.58024597167969
2017-04-10,56.04685592651367,75.22975158691406,38.0429801940918
2017-04-11,55.851322174072266,74.91350555419922,38.0429801940918
2017-04-12,55.93898010253906,74.91350555419922,37.5043830871582
2017-04-13,55.07601165771485,72.94046783447266,36.88235092163086
2017-04-17,55.001834869384766,72.98860168457031,37.13268280029297
2017-04-18,54.64449691772461,72.65174865722656,36.93544769287109
2017-04-19,54.26696395874024,71.65489959716797,36.41201019287109
2017-04-20,54.61753845214844,72.10176849365234,36.37409591674805
2017-04-21,54.40179061889648,72.108642578125,36.21479415893555
2017-04-24,54.684967041015625,72.82360076904297,36.343746185302734
2017-04-25,55.10294723510742,73.37358093261719,37.01130294799805
2017-04-26,54.88047409057617,72.92674255371094,36.6699447631836
2017-04-27,54.786094665527344,72.50737762451172,36.30582809448242
2017-04-28,55.04901123046875,73.35295867919922,36.343746185302734
2017-05-01,55.32543182373047,72.81674194335938,36.01757049560547
2017-05-02,55.31870269775391,72.43175506591797,35.42585754394531
2017-05-03,55.75691986083984,73.36669921875,35.71412658691406
2017-05-04,55.04228591918945,72.05364227294922,34.834171295166016
2017-05-05,55.2984733581543,72.72737884521484,35.47896957397461
2017-05-08,55.88505935668945,73.33920288085938,35.75205993652344
2017-05-09,55.493988037109375,72.23926544189453,35.09967422485352
2017-05-10,55.74583053588867,73.2154541015625,36.11618423461914
2017-05-11,56.22222137451172,73.0160903930664,36.17338943481445
2017-05-12,56.181373596191406,72.84423065185547,35.830116271972656
2017-05-15,56.35154342651367,73.4560775756836,36.18864059448242
2017-05-16,56.181373596191406,73.7310791015625,35.95216751098633
2017-05-17,55.80024719238281,72.710205078125,35.402931213378906
2017-05-18,55.63692092895508,73.03659057617188,35.41055679321289
2017-05-19,55.759422302246094,73.97411346435547,36.21916961669922
2017-05-22,56.004425048828125,73.69633483886719,35.799598693847656
2017-05-23,56.20180130004883,73.80050659179688,35.669918060302734
2017-05-24,56.004425048828125,73.76579284667969,35.60127258300781
2017-05-25,55.63692092895508,72.99492645263672,34.365478515625
2017-05-26,55.50081634521485,72.72408294677734,34.59432601928711
2017-05-30,55.19454193115234,72.26575469970703,34.16715621948242
2017-05-31,54.78621292114258,71.86295318603516,34.090858459472656
2017-06-01,54.92232131958008,72.41158294677734,34.220542907714844
2017-06-02,54.10563659667969,71.60599517822266,33.762840270996094
2017-06-05,54.5275993347168,71.66156005859375,33.57976150512695
2017-06-06,55.2694091796875,72.34213256835938,33.93067169189453
2017-06-07,55.06523132324219,72.0643539428711,33.228878021240234
2017-06-08,54.86787414550781,72.22409057617188,32.85508346557617
2017-06-09,55.89552307128906,73.89080047607422,34.19004440307617
2017-06-12,56.43999862670898,75.0296859741211,34.876583099365234
2017-06-13,56.46040344238281,75.09219360351562,35.418190002441406
2017-06-14,55.85469436645508,74.02969360351562,34.647727966308594
2017-06-15,55.98402404785156,73.8421630859375,34.624839782714844
2017-06-16,56.82110977172852,75.24497985839844,35.494476318359375
2017-06-19,56.32429504394531,74.62692260742188,35.364784240722656
2017-06-20,56.01803588867188,73.94635772705078,34.95286178588867
2017-06-21,55.42594146728516,72.56436920166016,34.289207458496094
2017-06-22,55.180931091308594,72.53656768798828,34.18239974975586
2017-06-23,55.54164505004883,72.91852569580078,34.19766616821289
2017-06-26,55.28982925415039,72.32131958007812,33.73997116088867
2017-06-27,55.20136260986328,72.27266693115234,33.5416259765625
2017-06-28,55.48717880249024,72.41852569580078,33.53400039672852
2017-06-29,54.92232131958008,72.30741119384766,33.62553787231445
2017-06-30,54.94274520874024,72.4532699584961,33.53400039672852
2017-07-03,55.87510681152344,73.82132720947266,34.830814361572266
2017-07-05,55.0244026184082,72.6546401977539,33.68656921386719
2017-07-06,54.5275993347168,72.09907531738281,33.03815078735352
2017-07-07,54.59563827514648,71.86991119384766,32.80168533325195
2017-07-10,54.55481719970703,71.55741882324219,32.984745025634766
2017-07-11,54.85425567626953,71.61296844482422,33.06866836547852
2017-07-12,55.09926223754883,72.14768981933594,32.984745025634766
2017-07-13,55.10608673095703,72.31436920166016,32.992393493652344
2017-07-14,55.31705474853516,72.52964782714844,33.14495086669922
2017-07-17,55.031211853027344,72.36991882324219,32.94661331176758
2017-07-18,54.85425567626953,72.02962493896484,32.85508346557617
2017-07-19,55.0244026184082,72.54354095458984,33.305145263671875
2017-07-20,55.031211853027344,72.66159057617188,33.17851638793945
2017-07-21,54.5275993347168,71.70323181152344,32.73337173461914
2017-07-24,54.35743713378906,71.66852569580078,32.70267105102539
2017-07-25,54.62968444824219,72.49492645263672,33.500858306884766
2017-07-26,54.69773483276367,73.00188446044922,33.53923416137695
2017-07-27,55.01078414916992,73.68938446044922,34.2760009765625
2017-07-28,54.17369079589844,75.08527374267578,34.736515045166016
2017-07-31,54.47314453125,75.82833099365234,34.82094192504883
2017-08-01,54.561614990234375,76.93255615234375,34.345096588134766
2017-08-02,54.85425567626953,76.71029663085938,35.005130767822266
2017-08-03,54.779415130615234,75.9950180053711,34.467899322509766
2017-08-04,54.58884048461914,76.4672622680664,34.966766357421875
2017-08-07,54.55481719970703,76.2380599975586,34.66743469238281
2017-08-08,54.41868209838867,76.63391876220703,35.02048110961914
2017-08-09,54.58884048461914,77.00891876220703,35.03582763671875
2017-08-10,54.265872955322266,76.4672622680664,34.51395034790039
2017-08-11,53.74362182617188,75.85611724853516,34.37579727172852
2017-08-14,53.75736618041992,75.49497985839844,34.183921813964844
2017-08-15,53.62680435180664,75.39778137207031,34.15322494506836
2017-08-16,53.23511505126953,74.94183349609375,33.531551361083984
2017-08-17,52.40363311767578,74.29651641845703,33.00198745727539
2017-08-18,52.66475677490234,74.68932342529297,33.086421966552734
2017-08-21,52.48609924316406,74.19830322265625,32.61825180053711
2017-08-22,52.73347473144531,74.60515594482422,33.14781188964844
2017-08-23,52.64414978027344,74.78050994873047,33.531551361083984
2017-08-24,52.45172882080078,75.36268615722656,33.232234954833984
2017-08-25,52.71973419189453,75.91685485839844,33.44712829589844
2017-08-28,52.54793167114258,75.587158203125,33.04035949707031
2017-08-29,52.53418731689453,75.65731048583984,32.88687515258789
2017-08-30,52.2936897277832,75.56610870361328,33.31665802001953
2017-08-31,52.45172882080078,75.48892974853516,33.50852584838867
2017-09-01,52.616661071777344,76.28860473632812,33.95368194580078
2017-09-05,53.03585052490234,76.76559448242188,34.06879425048828
2017-09-06,54.13531112670898,78.41395568847656,34.5830078125
2017-09-07,54.30709838867188,78.42096710205078,34.62138748168945
