Date,SBER.ME,VTBR.ME,TCSG.ME
2021-04-12,265.2773742675781,-6.306849002838135,4562.60009765625
2021-04-13,269.2125549316406,-6.5076584815979,4463.7998046875
2021-04-14,271.1236877441406,-6.722811222076416,4365.0
2021-04-15,266.934326171875,-6.66256856918335,4358.39990234375
2021-04-16,271.82037353515625,-6.807438373565674,4599.0
2021-04-19,270.6058959960937,-6.691255569458008,4582.0
2021-04-20,270.8883056640625,-6.652527809143066,4404.7998046875
2021-04-21,271.5567626953125,-6.831821918487549,4280.2001953125
2021-04-22,275.57666015625,-6.89923620223999,4410.0
2021-04-23,275.8402709960937,-7.342451572418213,4472.0
2021-04-26,277.77020263671875,-7.401260375976562,4528.0
2021-04-27,280.40625,-7.376876354217529,4474.39990234375
2021-04-28,280.8016357421875,-7.214794158935547,4393.0
2021-04-29,279.1352844238281,-7.1430768966674805,4271.2001953125
2021-04-30,280.14263916015625,-7.374007225036621,4364.0
2021-05-04,284.37908935546875,-7.79570722579956,4427.7998046875
2021-05-05,287.8153076171875,-7.765585899353027,4458.60009765625
2021-05-06,294.61248779296875,-7.765585899353027,4507.39990234375
2021-05-07,299.31024169921875,-7.569079399108887,4528.0
2021-05-10,300.5999755859375,-7.31519889831543,4849.0
2021-05-11,306.2799987792969,-7.155985832214356,4847.2001953125
2021-05-12,302.0599975585937,-6.975257396697998,4658.60009765625
2021-05-13,306.3399963378906,-7.176066875457764,4712.2001953125
2021-05-14,303.239990234375,-7.217662811279297,4641.0
2021-05-17,303.29998779296875,-6.87915563583374,4524.7998046875
2021-05-18,304.4800109863281,-6.6654372215271,4654.2001953125
2021-05-19,297.4200134277344,-6.430202960968018,4579.7998046875
2021-05-20,296.8399963378906,-6.5980224609375,4638.60009765625
2021-05-21,301.5799865722656,-6.5191330909729,4735.39990234375
2021-05-24,300.07000732421875,-6.501920700073242,4753.2001953125
2021-05-25,306.8999938964844,-6.5248703956604,4798.2001953125
2021-05-26,306.3900146484375,-6.784488201141357,5114.7998046875
2021-05-27,313.1499938964844,-7.006813049316406,5553.39990234375
2021-05-28,310.0199890136719,-6.930792331695557,5493.0
2021-05-31,310.3900146484375,-6.986732006072998,5514.0
2021-06-01,311.2099914550781,-7.061318397521973,5463.2001953125
2021-06-02,313.44000244140625,-7.137339115142822,5310.0
2021-06-03,312.7699890136719,-7.072793006896973,5161.2001953125
