Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2015-11-23,51.805091857910156,52.082573243651105,51.01781886007365,51.36628419960557,11868400
2015-11-24,52.837589263916016,53.14088350287636,51.75347630512588,51.8502730720923,15055500
2015-11-25,52.431053161621094,53.02473282813882,52.33425638651117,52.46332039442056,8980400
2015-11-27,52.41814041137695,52.437498778487246,51.921252680203764,51.99869107193258,4156600
2015-11-30,52.69562911987305,53.33447993935779,52.431051603985296,52.540752314982896,17729200
2015-12-01,52.84403991699219,52.99891177909447,52.44394893966624,52.76015201737172,13917000
2015-12-02,51.33404541015625,52.682731303311186,51.250152559096314,52.469779344405865,16300000
2015-12-03,50.59836196899414,51.52759772117728,50.346688516649685,51.4437098525864,14870300
2015-12-04,50.888755798339844,50.9661941754471,49.70784639470952,49.91434381037548,20156400
2015-12-07,49.559425354003906,50.01113687908105,48.8818531431018,49.9014362120318,17676100
2015-12-08,48.159114837646484,49.26904032816284,47.61706095062421,48.57210968203115,24217600
2015-12-09,48.80442428588867,49.811103617472625,48.22365361850974,48.294632652042026,22036300
2015-12-10,48.84315490722656,50.011155809387105,48.733449275364976,48.914138877077136,20142400
2015-12-11,47.971981048583984,48.746350159324194,47.971981048583984,48.281729677537555,20473100
2015-12-14,49.06254577636719,49.185155320347,47.81065231173548,47.946170714706426,21976500
2015-12-15,51.256591796875,51.36629249835263,49.901451873061205,49.96598140785464,24366800
2015-12-16,51.07590866088867,51.37274846846512,50.3338066803035,51.00492469350212,17233900
2015-12-17,50.30799865722656,51.1275391136651,50.301544225954615,50.99202067339689,17362900
2015-12-18,49.86918258666992,50.83714033850214,49.72721466200849,50.05632167615201,28836000
2015-12-21,49.85628128051758,50.39833528697017,49.46264471347025,50.198292249820476,14460500
2015-12-22,50.107948303222656,50.26927459851746,49.824012448051704,50.14021060830893,13855800
2015-12-23,51.747013092041016,51.766371455649434,50.54029088648628,50.77260109636085,15184200
2015-12-24,51.19205856323242,51.79864205440791,51.056545072971275,51.79864205440791,5848300
2015-12-28,50.811317443847656,50.88875582098938,50.27571800263264,50.411231470165596,9715800
2015-12-29,51.08235168457031,51.67603116715124,50.87584933589489,51.61795115076453,8839000
2015-12-30,50.40478515625,50.972651910187075,50.31444283001655,50.54029864560018,9314600
2015-12-31,50.30155563354492,50.6177588348292,49.965998980632804,50.01762459593918,10285500
2016-01-04,49.98534393310547,50.29509261847797,49.34003868492705,50.0111567338272,20400100
2016-01-05,50.411224365234375,50.42412829796262,49.63685547281649,49.81109056600708,11993500
2016-01-06,49.99179458618164,50.101495288492586,49.42392285979469,49.456190089080486,18826900
2016-01-07,49.19160079956055,50.32733401977715,48.97864897453757,49.08189521124532,21263800
2016-01-08,48.197837829589844,49.46263519110642,48.07522828937315,49.2690416984787,19033600
2016-01-11,47.55253219604492,48.47531864331496,46.823334315852755,48.404334691733645,21353000
2016-01-12,48.526947021484375,48.66891494721542,47.20407437131955,47.83002117661308,21864100
2016-01-13,48.81732940673828,49.727206993028716,48.35916339899104,48.94638845109721,26052700
2016-01-14,51.056549072265625,51.57279027703787,48.91413601040533,49.178708581652415,33806700
2016-01-15,50.06278610229492,50.44351386419003,49.236796110200245,49.2561544813761,28342100
2016-01-19,49.30131530761719,50.48867444122243,48.52049665324442,50.28863141667295,22684500
2016-01-20,47.22342300415039,48.862498395851276,46.171577561778676,48.4430491353714,33300800
2016-01-21,47.817108154296875,48.39142931419461,46.85560490910556,47.210524692542286,22265600
2016-01-22,49.4110221862793,49.54008126537253,48.21720847315793,49.314225415315235,22530300
2016-01-25,47.73968505859375,49.262600935034044,47.68805945646672,48.88187319674607,17086600
2016-01-26,49.494895935058594,49.54006709214676,47.91390051368606,48.24945697729999,18724700
2016-01-27,48.585018157958984,49.99178337410176,48.21719447372053,49.04318415599026,18106100
