Price,Close,High,Low,Open,Volume
Ticker,NLMK.ME,NLMK.ME,NLMK.ME,NLMK.ME,NLMK.ME
Date,,,,,
2015-11-20,33.44969177246094,34.002926193056524,33.12891185911373,33.32416981452858,4396550
2015-11-23,33.69144058227539,33.84020904540378,33.333464140206495,33.472936126166836,3154890
2015-11-24,32.68260955810547,33.84486447059968,32.58962703695363,33.826267966369315,5686360
2015-11-25,32.961551666259766,33.133563131830584,32.5431391675782,32.68261118277895,2958881
2015-11-26,33.166107177734375,33.42645471121248,32.84532720770364,33.06383171653029,2831140
2015-11-27,32.95224380493164,33.30557022501876,32.812775369813984,33.193994767540666,2596080
2015-11-30,32.58032989501953,33.147510848277165,32.54778690000904,33.147510848277165,2915220
2015-12-01,32.496646881103516,32.682608369724896,32.27349238537378,32.682608369724896,1654570
2015-12-02,32.58963394165039,33.19865805673596,32.47340842577652,32.561740952855466,2111380
2015-12-03,32.6314697265625,32.933653163203445,32.426911729027914,32.63611619238249,2292190
2015-12-04,31.506404876708984,32.863921321772075,31.199571421584963,32.61287383289576,6600290
2015-12-07,30.637041091918945,31.706313514295108,30.251171598510748,31.571495061822954,6069520
2015-12-08,30.107051849365234,30.66493278123746,29.897843839722803,30.520814309003235,4648840
2015-12-09,29.893199920654297,30.60914587701417,29.786270900360112,30.246522885711677,5083330
2015-12-10,30.637041091918945,31.004314080557045,29.80486612479018,29.95363461603037,7738140
2015-12-11,30.167491912841797,30.88809146544779,29.91179438206652,30.660286920967657,5732520
2015-12-14,29.33531379699707,30.3999397411634,28.689100338058644,30.125649279521014,8173420
2015-12-15,29.288822174072266,29.976878604838266,29.112158940580446,29.3353116586153,5523920
2015-12-16,29.074966430664062,29.4747823646308,28.977337453335462,29.42829110866951,4303260
2015-12-17,28.447345733642578,29.632846960366493,28.1498088106935,29.102857321221002,8457930
2015-12-18,27.638416290283203,28.656550738447315,27.550083800722835,28.386908578348,6633100
2015-12-21,27.196760177612305,28.089370942437267,27.108429458216065,27.666310299501696,5629830
2015-12-22,27.099138259887695,27.526847252639683,26.917826761940205,27.243256746225235,4585800
2015-12-23,27.368776321411133,27.619823791065844,27.206061354112787,27.23395610856113,5304380
2015-12-24,28.275341033935547,28.42875955352966,27.266504490400248,27.545444996167113,6806080
2015-12-25,28.744892120361328,28.77278510593773,28.200955846635992,28.40551209252477,4211870
2015-12-28,28.382266998291016,28.768136512991422,28.372968745392892,28.73094350139892,2052620
2015-12-29,29.181900024414062,29.181900024414062,28.40551272838365,28.40551272838365,3895440
2015-12-30,29.10286521911621,29.474788247194464,28.94479846422108,29.219090722025555,4881100
2016-01-04,28.58217430114746,29.288825542935108,28.41016106040071,29.284177303330218,3601280
2016-01-05,28.24279022216797,28.321822693339577,27.675609340734106,27.99639278444473,4784740
2016-01-06,29.179414749145508,29.395558928556902,28.876812897969554,29.155399136382865,2324270
2016-01-11,28.502172470092773,28.79516779463599,28.098703829000762,28.242799379617693,4210170
2016-01-12,29.256269454956055,29.424380597516585,28.262007938043126,28.48775875714501,3880460
2016-01-13,29.328317642211914,30.06320609917555,29.2802845792337,29.309104417020627,3932030
2016-01-14,28.8912296295166,29.347531861981157,28.511776640671556,29.107372020779106,5980320
2016-01-15,27.618377685546875,29.064138911233243,27.3782178795856,28.82878332746458,7753860
2016-01-18,27.925783157348633,27.98822522264828,26.662542010069608,27.14286164286136,4832260
2016-01-19,28.045867919921875,28.86241180345579,27.685628132975236,28.151538843754,4890250
2016-01-20,27.474281311035156,27.94979668592569,27.18608845351091,27.62798343547188,4872560
2016-01-21,28.867216110229492,28.93926480531016,27.632794504950084,27.63759872850182,4858950
2016-01-22,29.779821395874023,29.82785263295767,29.0113106088902,29.083357464515668,5868490
2016-01-25,29.971948623657227,30.197697626246878,29.001702654756922,29.83265547736789,4116620
2016-01-26,30.543527603149414,30.586756446336388,29.44839935211155,29.587690662581476,5371330
2016-01-27,31.749126434326172,31.749126434326172,30.596360435334027,30.596360435334027,9838790
2016-01-28,31.033458709716797,32.195831601592644,30.836525857237216,31.71070763788211,9817530
2016-01-29,31.4609317779541,31.845188899076355,30.42344158192626,31.03344765459303,6438560
2016-02-01,31.71550750732422,32.24866263895475,31.379285201137535,31.460938666275975,5553800
2016-02-02,32.58967971801758,32.74818604406464,31.494551764505584,31.696285089721535,7643320
2016-02-03,32.90188980102539,33.12764058014833,32.30149035210157,32.53684591000643,4716830
2016-02-04,33.04119110107422,33.142057793744165,32.62811588468398,32.90189795465906,4143240
2016-02-05,34.102691650390625,34.12670909624521,32.315902149422804,32.90669687069677,6817100
2016-02-08,33.574344635009766,34.102695522877106,33.045993747142425,33.86253569525121,7432340
2016-02-09,33.67041015625,33.862538768698414,33.22371268974055,33.53592122690066,5088590
2016-02-10,34.102691650390625,34.31403344735818,33.401425473100154,33.53591437497124,3643430
2016-02-11,34.72710418701172,34.75111796526897,33.579140780263316,34.04985187703481,5847430
2016-02-12,35.04412078857422,35.30349383609538,34.501360910059304,34.73671650955982,3712050
2016-02-15,36.02397155761719,36.08161123134661,34.957661413184056,35.255460897297596,4703470
2016-02-16,37.00381851196289,37.25838728672404,35.606086864738316,36.02396619180024,7949320
2016-02-17,36.28815460205078,37.54178930534787,36.03358208422447,37.0998923987115,8222140
2016-02-18,35.59648895263672,36.57634146181069,35.543653498866455,35.92791067818693,4680120
2016-02-19,35.20262145996094,35.558056913011114,34.472533666912085,35.514829911019426,5630640
2016-02-22,35.86067199707031,35.947126028565926,34.784753187508834,34.91924212256686,2519800
2016-02-24,35.71656799316406,35.93271036092476,35.188217132878385,35.76459922327222,2240280
2016-02-25,35.63011169433594,36.27373826474069,35.1065613715823,35.62050691376116,3201200
2016-02-26,35.063331604003906,36.1104285025958,34.6838786715573,35.63971367140128,6691330
2016-02-29,35.35152053833008,35.39955176366953,34.390881373350744,35.039312076802275,2948700
2016-03-01,35.221839904785156,35.51963573478715,34.87120495693517,35.447590720785385,2059480
