Price,Close,High,Low,Open,Volume
Ticker,TCSG.ME,TCSG.ME,TCSG.ME,TCSG.ME,TCSG.ME
Date,,,,,
2019-10-29,1219.064453125,1225.2606654402928,1199.4761752318584,1201.2751385474974,68382
2019-10-30,1216.265869140625,1226.259836841041,1212.0684515051207,1224.261043300958,36691
2019-10-31,1215.2664794921875,1223.0618231428641,1209.4699293933074,1220.663246481373,19326
2019-11-01,1213.2677001953125,1218.264684133514,1211.8685202932804,1217.6650704602655,16626
2019-11-05,1197.2774658203125,1219.264197246061,1196.6778520898572,1217.065572902162,61347
2019-11-06,1209.0703125,1213.2677303136152,1189.2822068148287,1209.0703125,21717
2019-11-07,1225.060546875,1225.060546875,1200.4752899917466,1219.2639971064816,38222
2019-11-08,1220.46337890625,1250.4452842707667,1215.266564108408,1225.4603631336695,20250
2019-11-11,1221.2630615234375,1229.2582370489592,1215.4665104687556,1229.0584064594998,7094
2019-11-12,1234.854736328125,1241.2509006341115,1222.6621434297497,1227.2593445883165,27403
2019-11-13,1238.65234375,1247.8467449578068,1230.8570003806233,1247.8467449578068,33644
2019-11-14,1260.439208984375,1275.6301137065689,1234.454891903532,1247.8468335676102,84600
2019-11-15,1249.2459716796875,1311.6083549852729,1248.4464054591417,1275.230287890625,33733
2019-11-18,1252.244140625,1275.0304355579476,1249.4457808975592,1274.0310387976724,43925
2019-11-19,1240.25146484375,1273.2315602022059,1234.8546975675752,1273.2315602022059,128523
2019-11-20,1215.066650390625,1251.2447649227888,1214.2670841702784,1249.2459713685992,126020
2019-11-21,1210.06982421875,1220.6634070373275,1205.2726702647901,1219.0643963849052,63789
2019-11-22,1201.2750244140625,1218.8643847316032,1195.678426403484,1218.6645541584953,80217
2019-11-25,1205.2724609375,1219.4638457584936,1200.0756467205179,1208.4704816869244,52066
2019-11-26,1197.0775146484375,1211.2689001585547,1196.2779484239193,1206.4717468048004,128226
2019-11-27,1202.2744140625,1207.4712288990083,1199.0763929318312,1207.271398327099,70640
2019-11-28,1193.4794921875,1206.8714323875492,1190.28147154122,1206.8714323875492,117215
2019-11-29,1185.084716796875,1204.273085628131,1173.8913999814142,1203.8733025281726,87847
2019-12-02,1175.290771484375,1198.876514267886,1174.0915439856194,1176.2901683989026,62359
2019-12-03,1132.316650390625,1179.088472568189,1129.3184597894142,1160.2997626685926,127204
2019-12-04,1139.3123779296875,1139.3123779296875,1125.9204361055636,1134.3153938159608,34008
2019-12-05,1167.095703125,1173.4917454383271,1136.5140615797263,1143.909622750784,72013
2019-12-06,1185.484619140625,1191.281170277905,1166.2962464046268,1169.0946066771135,125107
2019-12-09,1227.6590576171875,1229.2580681031889,1179.688011057063,1207.0715078678033,89712
2019-12-10,1238.0528564453125,1247.2472585913827,1220.2635438622422,1229.2581154386223,158239
2019-12-11,1234.05517578125,1264.037078769165,1218.2646580756111,1242.2501804659432,102807
2019-12-12,1234.2550048828125,1244.2489725336854,1223.4614710211995,1243.249575768598,176037
2019-12-13,1256.441650390625,1257.041386088126,1203.6735707750854,1248.246645153861,92558
2019-12-16,1299.2158203125,1304.2128042367788,1250.2453778545673,1265.2363296274038,244478
2019-12-17,1298.816162109375,1313.207501594682,1290.021542754852,1304.0130990884331,90575
2019-12-18,1321.602294921875,1326.7991092559314,1300.6149630397113,1308.010523435618,117307
2019-12-19,1339.191650390625,1339.191650390625,1316.6053081490431,1325.00026528217,203029
