Price,Close,High,Low,Open,Volume
Ticker,CHMF.ME,CHMF.ME,CHMF.ME,CHMF.ME,CHMF.ME
Date,,,,,
2015-11-20,299.2630310058594,302.0644450454207,295.3248450277678,298.3698495141128,479570
2015-11-23,298.4104309082031,303.8914388228436,296.90822378294354,300.0344332532818,519261
2015-11-24,289.2348327636719,299.5878478994305,285.29662205008606,298.45102641321716,1341160
2015-11-25,290.3716735839844,294.18806487505594,286.31166703158055,289.4784671863929,512340
2015-11-26,293.1324462890625,294.71585861188964,289.88444134403136,290.37164704184823,382644
2015-11-27,288.5040283203125,293.86324141691534,286.311639858278,293.4978557300651,486730
2015-11-30,285.7431640625,291.8331719273457,285.2965733978668,288.260372269364,1107507
2015-12-01,285.5401916503906,289.55960714534314,284.2003947455091,287.1641939060793,566130
2015-12-02,286.5146484375,290.08744901160156,285.0530313069732,288.057445869463,374630
2015-12-03,283.1854248046875,287.4078410508171,283.14483465590786,287.4078410508171,628630
2015-12-04,278.8006286621094,285.37784361385815,275.10600817906175,282.2922240563371,1267420
2015-12-07,273.6038513183594,280.14045195177545,272.02043885172395,280.14045195177545,623700
2015-12-08,273.88800048828125,277.5014158148194,271.248996533934,273.2789995757396,700030
2015-12-09,267.1484375,276.44586263818945,266.53943650265956,275.5526562193607,925930
2015-12-10,263.900390625,271.0054011418269,263.900390625,266.94539513221156,960560
2015-12-11,261.82977294921875,266.9453701300828,260.0839507043499,264.3063664710021,951760
2015-12-14,257.6479797363281,262.5199871044047,255.86159190288657,259.1095968149377,1177820
2015-12-15,261.8703918457031,266.1739883732137,256.9171794779859,258.09459115189696,1384780
2015-12-16,257.16082763671875,263.85983851839825,255.98341581205565,263.0884273532309,921920
2015-12-17,261.211669921875,267.30661394801876,258.18493658566763,263.5335413096916,1684800
2015-12-18,251.26075744628906,258.5995668092383,250.97051718661857,256.6508397017375,1441380
2015-12-21,251.50946044921875,255.65567658129618,249.64366318978392,252.91918405672305,910915
2015-12-22,252.0899658203125,254.0801446996997,248.10960806153815,251.46803333884793,508910
