,SBER.ME,VTBR.ME,TCSG.ME
93,0.01514929537126295,0.012143609744121722,0.008898565383447786
94,0.013123925065446788,0.013253954051440966,0.006846601078425398
95,0.013705730160739518,0.013193341382911259,0.008181610172599893
96,0.013603817063950176,0.013239108372449815,0.007974028488692955
97,0.013629038957548533,0.013233868720321257,0.008029790828126219
98,0.013624070035889209,0.013235644093425874,0.008019340589183098
99,0.013625204370688867,0.01323535275823087,0.008021808334555262
100,0.013624969251135637,0.013235428225887847,0.00802130769744087
101,0.013625021139665218,0.0132354137690624,0.008021419766724837
102,0.01362501014810424,0.01323541713236751,0.00802139624385702
103,0.013625012539382326,0.013235416443576979,0.008021401392313655
104,0.013625012028121337,0.013235416596801657,0.008021400295855007
105,0.013625012138676559,0.01323541656451043,0.008021400533560256
106,0.013625012114946187,0.013235416571559307,0.008021400482622251
107,0.01362501212006445,0.013235416570055536,0.008021400493620701
108,0.013625012118963987,0.013235416570381176,0.008021400491257625
109,0.013625012119201078,0.013235416570311343,0.00802140049176698
110,0.013625012119150067,0.013235416570326414,0.008021400491657418
111,0.013625012119161051,0.013235416570323176,0.008021400491681017
112,0.013625012119158689,0.013235416570323873,0.00802140049167594
