,XOM,CVX,COP
2025-05-30,-0.003805019029464063,-0.008812633885389332,-0.002924915147155538
2025-06-02,0.007304545847989452,0.008304803349560963,0.01592417337224461
2025-06-03,0.007251725811223686,0.012329525024795451,0.013629002382295141
2025-06-04,-0.014556271659213138,-0.015744949894372695,-0.022547861575073824
2025-06-05,-0.004604943013932328,-0.0034273579036367963,-0.007005314179465927
2025-06-06,0.023678883990053023,0.0238906378975976,0.021673279044789773
2025-06-09,0.006690884827687427,0.003914988100751415,0.009357538777376107
2025-06-10,0.021208239895989855,0.018232947876215988,0.035044328862294805
2025-06-11,0.019305048600903874,0.009926048253074526,0.023520329215652502
2025-06-12,0.0038349367963963488,0.0013115042669333832,0.014252533874827833
2025-06-13,0.021546940031588413,0.006463202629541698,0.02369012074864596
2025-06-16,0.0032057348539060726,0.000821997866509605,-0.020421657523261416
2025-06-17,0.013422945748567727,0.019127107898651907,0.005249338771326606
2025-06-18,-0.007130597089913593,-0.004443950353384629,-0.01796134909343916
2025-06-20,0.013252153405152178,0.009135645689840821,0.009443547096728011
2025-06-23,-0.02614526978901388,-0.018151113717819634,-0.03197704230004472
2025-06-24,-0.030900265408112304,-0.02279630664962795,-0.025622584162922735
2025-06-25,0.0002768586213548474,-0.0022317255798496305,-0.004372386268112649
2025-06-26,0.014838165823417349,0.008412542012584012,0.0210135830527447
2025-06-27,-0.0055614010166022965,-0.0045103931975631895,-0.00795319073251477
2025-06-30,-0.014550374924071185,-0.00418135608389214,-0.004780185378329804
2025-07-01,0.013269560849443529,0.016484578469951217,0.024763278844157632
2025-07-02,0.016433326052244013,0.01641999327661825,0.026284849900803486
2025-07-03,0.010302360113343845,0.0026320821061380784,-0.008080045650385337
2025-07-07,-0.009762226585697142,-0.0065592122936815045,-0.012135596902682622
2025-07-08,0.027342980084180013,0.03885546238422055,0.03440922773876576
2025-07-09,-0.0034210937327445734,-0.001436719352045479,-0.013241085681880982
2025-07-10,0.009880627723338975,0.007487218229776715,0.00884684240505873
2025-07-11,0.004341053276482931,0.00736728989848956,0.0025133484745225587
2025-07-14,-0.013167857846534403,-0.023848000026459815,-0.015175809442125043
2025-07-15,-0.008905342615241452,-0.006350420240933019,-0.01735252349434102
2025-07-16,-0.006040735904886851,-0.005122936074861251,-0.011300816414034465
2025-07-17,-0.005091768806307684,0.00969141803788176,0.014106073651050544
2025-07-18,-0.03545927741079513,-0.008891397815271596,-0.012686436016587699
2025-07-21,0.0025947912386410366,-0.0024021917864489595,-0.0070083651077004205
2025-07-22,0.0045246568573817925,0.0024021917864489595,0.02152492906957093
2025-07-23,0.012725016919704402,0.020320036254159568,0.02191342889698955
2025-07-24,0.007792767440720105,0.017543722248966276,0.006084182558955931
2025-07-25,-0.003526408495621247,-0.0063732824206717,-0.007031731849452605
2025-07-28,0.009376261392146645,0.009256846455597767,0.021566774809813616
2025-07-29,0.01283890303446622,0.004787704603690379,0.009948266924139304
2025-07-30,-0.008719636548100596,-0.022345587287698088,-0.013562329596069844
2025-07-31,-0.0023262229531324508,-0.012582048692340031,-0.013853676900922984
2025-08-01,-0.018077128983625457,-0.001583984382615533,-0.027433820824930955
2025-08-04,-0.020921439209317327,-0.0023806909198977877,0.0009696584523046781
2025-08-05,-0.0012115809846733328,0.013154706371331315,0.0037624717531148377
2025-08-06,-0.006830405833608388,-0.0017002822033971299,-0.0009660986171935448
2025-08-07,-0.005271590476125354,0.002484202713063155,-0.005492426727435884
2025-08-08,0.007990720206831448,0.012006462578257882,0.01404775168089234
2025-08-11,-0.009123934627964125,-0.010114868594057747,-0.004054745665132309
2025-08-12,0.0028306318569173428,0.0064308284170415675,0.011269547991110684
2025-08-13,0.013755947996446416,0.009216656031679982,0.013545590611080627
2025-08-14,-0.0020466837611312627,-0.0045653831364678155,-0.002401631318384112
2025-08-15,0.0009394566715759112,0.008918599619309298,-0.003351105570045476
2025-08-18,0.0021575582619135503,-0.007888015295369755,-0.005834024574002505
2025-08-19,0.006537740734885666,-0.01053634530267722,-0.002556449661492266
2025-08-20,0.010280289741177562,0.007994193204906352,0.01197994148525261
2025-08-21,0.006429128427711817,0.015092495686289453,-0.0011598793515705808
2025-08-22,0.018593741427930688,0.01676630853238592,0.020881943583332507
2025-08-25,0.004125173527528503,0.00012650408324166307,0.014362182111026023
2025-08-26,-0.0022398518447186433,-0.005323861122055185,-0.011576161823349196
2025-08-27,0.011238164210376489,0.011876339272395064,0.008720164063902303
2025-08-28,0.005307377704841798,0.0005022628815769536,0.005602266973212089
2025-08-29,0.008258675440381502,0.008001989965101153,0.00526798092267633
2025-09-02,0.0034938119843275217,0.007629605519375637,0.00020203455948841764
2025-09-03,-0.024537878356643006,-0.023571713271572037,-0.0448329727845751
2025-09-04,0.004368933225399552,-0.002343578975308347,0.011763602233944681
2025-09-05,-0.028608147319424404,-0.025888714371959054,-0.029887773336481516
2025-09-08,0.005659976683359602,0.002210219842424088,-0.016816163605606782
2025-09-09,0.007256309234083602,0.0055043710682669555,0.005020131194606314
2025-09-10,0.01658117632267775,0.01880795928067336,0.02642759119569149
2025-09-11,-0.003205145772946061,0.002911066375216542,-0.002016472664713831
2025-09-12,0.0001783524771896694,-0.007229781012890513,-0.01822512886866079
2025-09-15,0.0016925241583836126,0.0012721416856766865,-0.0010825104043323819
2025-09-16,0.020526660709791145,0.014076284943326911,0.02365390214402474
2025-09-17,0.005305074954627287,0.003441513343695135,-0.007644952254461934
2025-09-18,-0.0118665162115974,-0.007838829821503523,-0.003630561035188329
2025-09-19,-0.00979056844838766,-0.01669605762375692,-0.016828915165707947
2025-09-22,-0.007116242318446986,-0.0010247926581321565,0.0009787144021800032
2025-09-23,0.017082361329207707,0.008740860736578426,0.015743193108918696
2025-09-24,0.0053389032391146785,0.011118208150199926,0.022846070763744564
2025-09-25,0.008950772984846367,0.009628207836797742,0.012263710822833396
2025-09-26,0.014003072091743007,-0.003490423737075865,0.01710319476052735
2025-09-29,-0.02592606293177724,-0.025676455386256514,-0.027068993711858447
2025-09-30,-0.012953421180752045,-0.005202605847310693,-0.013232753358371596
2025-10-01,-0.006763466247228678,-0.0045825127220631146,0.009155525611411974
2025-10-02,-0.006270115675095056,-0.007858489161253424,-0.02203009202567152
2025-10-03,0.01754665666772315,0.0011730259695781342,0.008318333555836332
2025-10-06,0.008265210891011066,0.003056145936084498,0.007933590080351216
2025-10-07,0.000525247286244479,0.005761857780183455,0.0033659890636856815
2025-10-08,-0.0021027139827687336,-0.007581417688527381,-0.01566342031946988
2025-10-09,-0.009782734451531994,-0.013753622539077526,-0.019386746091559104
2025-10-10,-0.0194962756049879,-0.018234321602001557,-0.04800745508979265
2025-10-13,0.013544587585728962,0.020210773164072826,0.012923938317904948
2025-10-14,0.0004453901966234852,0.0029572709144725096,-0.0068946412162498305
2025-10-15,-0.006074148968658655,-0.0018390403017995993,-0.004888889774449012
2025-10-16,-0.008728933541651607,-0.002633153838432989,-0.00950474089097142
2025-10-17,0.014357692313686776,0.00898989277985418,-0.004959943582274029
2025-10-20,0.0040899625819461605,0.0091038766143825,0.006684286230601799
2025-10-21,8.877124959116856e-05,-0.004476564610873979,-0.007493988160241827
2025-10-22,0.017589055092721573,0.011507793270427058,0.011506281179293865
2025-10-23,0.011010618288032958,0.006343529290140815,0.03008839172535893
2025-10-24,-0.0051001370264875945,-0.0064077990517752426,-0.023020467029247982
2025-10-27,0.004755152028386611,-0.0018016298559846433,0.007469458170421994
2025-10-28,-0.007879897909505829,-0.00743343983325051,-0.021655707652070255
2025-10-29,0.012269004970828057,0.006273689161474749,0.014754045776180114
2025-10-30,-0.015229060615057577,-0.010239298639135086,0.0006809652140669087
2025-10-31,-0.0028814878106437902,0.026990455092444243,0.008135616857781969
2025-11-03,-0.005260380670458531,-0.023609029606292076,-0.0032688601946935236
2025-11-04,0.0033347656720170704,-0.004228621745697048,-0.007479616159538516
2025-11-05,-0.004038258697722341,-0.0047703838412935795,-0.002391745924244404
2025-11-06,0.007187331152412213,0.0018324206568776091,-0.0235358658549627
2025-11-07,0.02347764933737384,0.013508525994581966,0.013566265036048186
2025-11-10,0.008494816514752479,0.0040556909510138794,0.015994872660307635
2025-11-11,0.01310940601531918,0.0037833730960992185,0.027499982837933423
2025-11-12,-0.01395560863490708,-0.01886599854733717,-0.018024558594037288
2025-11-13,0.005656119927987646,0.01463278250943123,0.003921840619067751
2025-11-14,0.012908837847548149,0.013027025476253229,0.0215728541203557
2025-11-17,-0.013588432082207724,-0.017923919302696767,-0.02019600147698597
2025-11-18,0.011406473037913756,0.003325367482166719,0.010762425365681949
2025-11-19,-0.014214642630133945,-0.012577122548102615,-0.01913822809062804
2025-11-20,-0.002816077620976465,-0.009205054334766594,-0.0058136626887765885
