,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,sector,n_obs_train,n_vars,chosen_lag
us_retail,False,33.7840018444094,,,,1.9995013638843384,us_retail,2413,3,1
