,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,sector,n_obs_train,n_vars,chosen_lag
rus_met,False,21.479942504532513,,,,1.9991103426305805,rus_met,1515,3,1
