,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,sector,n_obs_train,n_vars,chosen_lag
us_tech,False,1.7300678453506453,,,,1.9963852378032225,us_tech,2413,3,9
