sector,n_obs,n_vars,chosen_lag,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,rolling_RMSE_mean
rus_fin,428,3,7,False,4.975734418461518,,,,1.9775669535730955,0.09040641462442071
rus_oil,1615,3,2,False,24.717949680830092,,,,1.9955385780824404,0.061666479616249686
rus_met,1615,3,1,False,21.479942504532513,,,,1.9991103426305805,0.03860468982390621
us_tech,2513,3,9,False,1.7300678453506453,,,,1.9963852378032225,0.015974872389176803
us_retail,2513,3,1,False,33.7840018444094,,,,1.9995013638843384,0.013985359990477349
us_energy,2513,3,7,False,3.077591575043859,,,,1.9948954223069428,0.013489173876944599
