,XOM,CVX,COP
2025-11-21,0.0003571102980048158,-0.0005710569949995662,-0.0020021708383539953
2025-11-24,0.0032080489727558266,0.0011425426204608475,0.0011533664154150594
2025-11-25,-0.0010268031579900763,-0.0017050366001052641,-0.001491503344791078
2025-11-26,0.0005876611163068341,0.0016275953813916424,0.0017163466337837725
2025-11-27,-0.00021826187356926502,0.0001849307640239919,-8.616051214664655e-05
2025-11-28,0.00018472333739131354,-0.0002586601791340378,-0.00035884726435194965
2025-12-01,0.002071321434701711,0.0035383572321621847,0.0033229998779132856
2025-12-02,-0.00011335313772898033,-0.00036225916785094335,-0.0004812394251988105
2025-12-03,0.00044601858742321425,0.0007822118018172645,0.0005982910734095934
2025-12-04,-3.1657517185113595e-06,-0.00021517132318906067,-9.813218059362725e-05
2025-12-05,0.00040511598455791333,0.0005409602904892341,0.000372680533177488
2025-12-08,0.0002924575793724425,0.00036900931508200807,0.00044993915819942356
2025-12-09,0.00011727236692939512,-1.2673066933715574e-05,7.588074764276756e-06
2025-12-10,0.0005943588011419606,0.000979700317324089,0.0009654805020798431
2025-12-11,0.00016862590627747775,0.00011366539960255617,0.00010005699895270397
2025-12-12,0.00041753373594290545,0.0005667771961690428,0.0005101427518458974
2025-12-15,0.00027130511238297256,0.00025852827671345104,0.0002878090194976054
2025-12-16,0.000322144602389958,0.0003956360089097471,0.000338645371982931
2025-12-17,0.0003257742203290649,0.0004114242329969864,0.0004143207913909953
2025-12-18,0.0002522983274102216,0.0002551181622341857,0.0002393552155379471
