,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,sector,n_obs_train,n_vars,chosen_lag
us_energy,False,3.077591575043859,,,,1.9948954223069428,us_energy,2413,3,7
