,AAPL,MSFT,NVDA
2025-11-21,0.0032937029847052617,0.0006277524674261031,0.005788237943133178
2025-11-24,0.00032465683608752104,-0.000821794771118613,0.0011889912626800636
2025-11-25,-0.0016480659785689544,-0.0013735122350405277,-0.00035895584217583113
2025-11-26,0.0010090979474375815,0.0002683971545140437,0.0033546668572975325
2025-11-27,0.0005828029362411203,0.0016561757047166995,0.001805979642062538
2025-11-28,0.0018278223411401747,0.0031816002493379875,0.0017839096536579981
2025-12-01,-0.0015092923939399197,0.00029777077704360816,-0.0009448071396761495
2025-12-02,0.0022989293591103065,0.0037070849375480846,0.005507355729729461
2025-12-03,0.001306239620573049,0.0013564748949175974,0.0036495817154762428
2025-12-04,0.0011230494812238291,0.001110179372089068,0.002630686347057094
2025-12-05,0.001137113050605545,0.0011451358574021782,0.0025234547227290507
2025-12-08,0.0006665512068615436,0.0005627856353424726,0.0017634004290257364
2025-12-09,0.001097531993690885,0.0009379202158318605,0.002426223434439588
2025-12-10,0.0005315324874615015,0.0005137044576844183,0.00168086521297809
2025-12-11,0.0013091560061795585,0.0013470537930448073,0.002769984671121312
2025-12-12,0.0005090476167369842,0.0005718353721443085,0.0016071742615696837
2025-12-15,0.0009613984944051452,0.0011429436644518082,0.0023151421005302955
2025-12-16,0.000890879059883453,0.0009893968063677593,0.0022031588126328007
2025-12-17,0.0007971466657986775,0.0009390387142698691,0.0021226857565060514
2025-12-18,0.00093090103035219,0.0010635490103530778,0.0023046536421320266
