,stable,max_root_modulus,serial_pvalue,normality_pvalue,arch_pvalue,dw_mean,sector,n_obs_train,n_vars,chosen_lag
rus_oil,False,24.717949680830092,,,,1.9955385780824404,rus_oil,1515,3,2
